ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-L,TEDTALK723,PGN.TXT,0.15385,0.14286,0.14815,1
ROUGE-1,TEDTALK723,PGN.TXT,0.31373,0.09412,0.14480,1
ROUGE-2,TEDTALK723,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK723,PGN.TXT,0.08444,0.02436,0.03781,1
ROUGE-L,TEDTALK1214,PGN.TXT,0.10811,0.15385,0.12698,1
ROUGE-1,TEDTALK1214,PGN.TXT,0.17778,0.12121,0.14414,1
ROUGE-2,TEDTALK1214,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1214,PGN.TXT,0.03902,0.02857,0.03299,1
ROUGE-L,TEDTALK966,PGN.TXT,0.10345,0.07500,0.08696,1
ROUGE-1,TEDTALK966,PGN.TXT,0.14286,0.03472,0.05587,1
ROUGE-2,TEDTALK966,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK966,PGN.TXT,0.03871,0.00896,0.01455,1
ROUGE-L,TEDTALK724,PGN.TXT,0.06250,0.10714,0.07895,1
ROUGE-1,TEDTALK724,PGN.TXT,0.07547,0.03922,0.05161,1
ROUGE-2,TEDTALK724,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK724,PGN.TXT,0.01633,0.00870,0.01135,1
ROUGE-L,TEDTALK1213,PGN.TXT,0.12500,0.08621,0.10204,1
ROUGE-1,TEDTALK1213,PGN.TXT,0.19565,0.05028,0.08000,1
ROUGE-2,TEDTALK1213,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1213,PGN.TXT,0.04762,0.01156,0.01860,1
ROUGE-L,TEDTALK725,PGN.TXT,0.08571,0.12000,0.10000,1
ROUGE-1,TEDTALK725,PGN.TXT,0.25641,0.08065,0.12270,1
ROUGE-2,TEDTALK725,PGN.TXT,0.02632,0.00855,0.01290,1
ROUGE-SU4,TEDTALK725,PGN.TXT,0.06486,0.02182,0.03265,1
ROUGE-L,TEDTALK967,PGN.TXT,0.11538,0.10000,0.10714,1
ROUGE-1,TEDTALK967,PGN.TXT,0.10714,0.03488,0.05263,1
ROUGE-2,TEDTALK967,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK967,PGN.TXT,0.03077,0.01053,0.01569,1
ROUGE-L,TEDTALK726,PGN.TXT,0.03922,0.08696,0.05405,1
ROUGE-1,TEDTALK726,PGN.TXT,0.06780,0.03509,0.04624,1
ROUGE-2,TEDTALK726,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK726,PGN.TXT,0.01455,0.00800,0.01032,1
ROUGE-L,TEDTALK968,PGN.TXT,0.11111,0.12766,0.11881,1
ROUGE-1,TEDTALK968,PGN.TXT,0.21127,0.09375,0.12987,1
ROUGE-2,TEDTALK968,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK968,PGN.TXT,0.05714,0.02400,0.03380,1
ROUGE-L,TEDTALK1216,PGN.TXT,0.08621,0.16667,0.11364,1
ROUGE-1,TEDTALK1216,PGN.TXT,0.13043,0.10465,0.11613,1
ROUGE-2,TEDTALK1216,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1216,PGN.TXT,0.04308,0.03684,0.03972,1
ROUGE-L,TEDTALK1215,PGN.TXT,0.05556,0.09524,0.07018,1
ROUGE-1,TEDTALK1215,PGN.TXT,0.04444,0.02381,0.03101,1
ROUGE-2,TEDTALK1215,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1215,PGN.TXT,0.00976,0.00488,0.00650,1
ROUGE-L,TEDTALK969,PGN.TXT,0.21951,0.15254,0.18000,1
ROUGE-1,TEDTALK969,PGN.TXT,0.24444,0.06790,0.10628,1
ROUGE-2,TEDTALK969,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK969,PGN.TXT,0.05366,0.01447,0.02280,1
ROUGE-L,TEDTALK727,PGN.TXT,0.06061,0.07692,0.06780,1
ROUGE-1,TEDTALK727,PGN.TXT,0.11429,0.04255,0.06202,1
ROUGE-2,TEDTALK727,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK727,PGN.TXT,0.02581,0.00952,0.01391,1
ROUGE-L,TEDTALK1218,PGN.TXT,0.04255,0.08696,0.05714,1
ROUGE-1,TEDTALK1218,PGN.TXT,0.10909,0.07692,0.09023,1
ROUGE-2,TEDTALK1218,PGN.TXT,0.01923,0.01370,0.01600,1
ROUGE-SU4,TEDTALK1218,PGN.TXT,0.02857,0.02059,0.02393,1
ROUGE-L,TEDTALK728,PGN.TXT,0.04444,0.11765,0.06452,1
ROUGE-1,TEDTALK728,PGN.TXT,0.12069,0.07955,0.09589,1
ROUGE-2,TEDTALK728,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK728,PGN.TXT,0.02963,0.02162,0.02500,1
ROUGE-L,TEDTALK1217,PGN.TXT,0.13725,0.28000,0.18421,1
ROUGE-1,TEDTALK1217,PGN.TXT,0.21667,0.14444,0.17333,1
ROUGE-2,TEDTALK1217,PGN.TXT,0.01754,0.01176,0.01408,1
ROUGE-SU4,TEDTALK1217,PGN.TXT,0.07037,0.04750,0.05672,1
ROUGE-L,TEDTALK729,PGN.TXT,0.08108,0.10000,0.08955,1
ROUGE-1,TEDTALK729,PGN.TXT,0.13333,0.04918,0.07186,1
ROUGE-2,TEDTALK729,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK729,PGN.TXT,0.02927,0.01034,0.01529,1
ROUGE-L,TEDTALK1219,PGN.TXT,0.15217,0.33333,0.20896,1
ROUGE-1,TEDTALK1219,PGN.TXT,0.20755,0.14474,0.17054,1
ROUGE-2,TEDTALK1219,PGN.TXT,0.02041,0.01408,0.01667,1
ROUGE-SU4,TEDTALK1219,PGN.TXT,0.06222,0.04242,0.05045,1
ROUGE-L,TEDTALK960,PGN.TXT,0.05000,0.04000,0.04444,1
ROUGE-1,TEDTALK960,PGN.TXT,0.04762,0.01667,0.02469,1
ROUGE-2,TEDTALK960,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK960,PGN.TXT,0.01053,0.00385,0.00563,1
ROUGE-L,TEDTALK961,PGN.TXT,0.04167,0.13333,0.06349,1
ROUGE-1,TEDTALK961,PGN.TXT,0.09434,0.06250,0.07519,1
ROUGE-2,TEDTALK961,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK961,PGN.TXT,0.02857,0.02000,0.02353,1
ROUGE-L,TEDTALK720,PGN.TXT,0.04878,0.11111,0.06780,1
ROUGE-1,TEDTALK720,PGN.TXT,0.08163,0.03333,0.04734,1
ROUGE-2,TEDTALK720,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK720,PGN.TXT,0.01778,0.00727,0.01032,1
ROUGE-L,TEDTALK962,PGN.TXT,0.14894,0.14894,0.14894,1
ROUGE-1,TEDTALK962,PGN.TXT,0.21818,0.06977,0.10573,1
ROUGE-2,TEDTALK962,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK962,PGN.TXT,0.05306,0.01605,0.02464,1
ROUGE-L,TEDTALK721,PGN.TXT,0.14000,0.22581,0.17284,1
ROUGE-1,TEDTALK721,PGN.TXT,0.15000,0.11250,0.12857,1
ROUGE-2,TEDTALK721,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK721,PGN.TXT,0.03462,0.02571,0.02951,1
ROUGE-L,TEDTALK963,PGN.TXT,0.09434,0.27778,0.14085,1
ROUGE-1,TEDTALK963,PGN.TXT,0.14754,0.05172,0.07660,1
ROUGE-2,TEDTALK963,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK963,PGN.TXT,0.04528,0.01463,0.02212,1
ROUGE-L,TEDTALK719,PGN.TXT,0.11765,0.13636,0.12632,1
ROUGE-1,TEDTALK719,PGN.TXT,0.14815,0.04444,0.06838,1
ROUGE-2,TEDTALK719,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK719,PGN.TXT,0.03200,0.00964,0.01481,1
ROUGE-L,TEDTALK1221,PGN.TXT,0.13514,0.10870,0.12048,1
ROUGE-1,TEDTALK1221,PGN.TXT,0.16667,0.04000,0.06452,1
ROUGE-2,TEDTALK1221,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1221,PGN.TXT,0.04737,0.01040,0.01706,1
ROUGE-L,TEDTALK1220,PGN.TXT,0.06522,0.18750,0.09677,1
ROUGE-1,TEDTALK1220,PGN.TXT,0.08163,0.02857,0.04233,1
ROUGE-2,TEDTALK1220,PGN.TXT,0.02128,0.00719,0.01075,1
ROUGE-SU4,TEDTALK1220,PGN.TXT,0.02222,0.00725,0.01093,1
ROUGE-L,TEDTALK1201,PGN.TXT,0.10909,0.14286,0.12371,1
ROUGE-1,TEDTALK1201,PGN.TXT,0.20000,0.12500,0.15385,1
ROUGE-2,TEDTALK1201,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1201,PGN.TXT,0.05000,0.03137,0.03855,1
ROUGE-L,TEDTALK513,PGN.TXT,0.07895,0.06977,0.07407,1
ROUGE-1,TEDTALK513,PGN.TXT,0.13953,0.03750,0.05911,1
ROUGE-2,TEDTALK513,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK513,PGN.TXT,0.03590,0.00933,0.01481,1
ROUGE-L,TEDTALK755,PGN.TXT,0.10638,0.12195,0.11364,1
ROUGE-1,TEDTALK755,PGN.TXT,0.16667,0.09259,0.11905,1
ROUGE-2,TEDTALK755,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK755,PGN.TXT,0.04444,0.02449,0.03158,1
ROUGE-L,TEDTALK997,PGN.TXT,0.05660,0.15789,0.08333,1
ROUGE-1,TEDTALK997,PGN.TXT,0.10345,0.09091,0.09677,1
ROUGE-2,TEDTALK997,PGN.TXT,0.01818,0.01639,0.01724,1
ROUGE-SU4,TEDTALK997,PGN.TXT,0.03077,0.02857,0.02963,1
ROUGE-L,TEDTALK1200,PGN.TXT,0.13953,0.10345,0.11881,1
ROUGE-1,TEDTALK1200,PGN.TXT,0.26923,0.07955,0.12281,1
ROUGE-2,TEDTALK1200,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1200,PGN.TXT,0.07083,0.02048,0.03178,1
ROUGE-L,TEDTALK756,PGN.TXT,0.09091,0.15789,0.11538,1
ROUGE-1,TEDTALK756,PGN.TXT,0.18421,0.09722,0.12727,1
ROUGE-2,TEDTALK756,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK756,PGN.TXT,0.04706,0.02581,0.03333,1
ROUGE-L,TEDTALK998,PGN.TXT,0.09375,0.13043,0.10909,1
ROUGE-1,TEDTALK998,PGN.TXT,0.08824,0.04412,0.05882,1
ROUGE-2,TEDTALK998,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK998,PGN.TXT,0.02000,0.01071,0.01395,1
ROUGE-L,TEDTALK514,PGN.TXT,0.04878,0.06061,0.05405,1
ROUGE-1,TEDTALK514,PGN.TXT,0.16667,0.07018,0.09877,1
ROUGE-2,TEDTALK514,PGN.TXT,0.02222,0.00909,0.01290,1
ROUGE-SU4,TEDTALK514,PGN.TXT,0.05238,0.02075,0.02973,1
ROUGE-L,TEDTALK999,PGN.TXT,0.24242,0.17391,0.20253,1
ROUGE-1,TEDTALK999,PGN.TXT,0.28571,0.09804,0.14599,1
ROUGE-2,TEDTALK999,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK999,PGN.TXT,0.06452,0.02222,0.03306,1
ROUGE-L,TEDTALK757,PGN.TXT,0.12000,0.13043,0.12500,1
ROUGE-1,TEDTALK757,PGN.TXT,0.23333,0.07000,0.10769,1
ROUGE-2,TEDTALK757,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK757,PGN.TXT,0.05714,0.01778,0.02712,1
ROUGE-L,TEDTALK1203,PGN.TXT,0.06522,0.09677,0.07792,1
ROUGE-1,TEDTALK1203,PGN.TXT,0.11864,0.06481,0.08383,1
ROUGE-2,TEDTALK1203,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1203,PGN.TXT,0.02642,0.01429,0.01854,1
ROUGE-L,TEDTALK515,PGN.TXT,0.13158,0.11628,0.12346,1
ROUGE-1,TEDTALK515,PGN.TXT,0.19149,0.09574,0.12766,1
ROUGE-2,TEDTALK515,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK515,PGN.TXT,0.04651,0.02381,0.03150,1
ROUGE-L,TEDTALK516,PGN.TXT,0.13158,0.11364,0.12195,1
ROUGE-1,TEDTALK516,PGN.TXT,0.16667,0.04430,0.07000,1
ROUGE-2,TEDTALK516,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK516,PGN.TXT,0.05789,0.01486,0.02366,1
ROUGE-L,TEDTALK1202,PGN.TXT,0.08889,0.14815,0.11111,1
ROUGE-1,TEDTALK1202,PGN.TXT,0.10714,0.04959,0.06780,1
ROUGE-2,TEDTALK1202,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1202,PGN.TXT,0.02400,0.01121,0.01529,1
ROUGE-L,TEDTALK758,PGN.TXT,0.08108,0.12500,0.09836,1
ROUGE-1,TEDTALK758,PGN.TXT,0.23913,0.12360,0.16296,1
ROUGE-2,TEDTALK758,PGN.TXT,0.04545,0.02381,0.03125,1
ROUGE-SU4,TEDTALK758,PGN.TXT,0.08095,0.04304,0.05620,1
ROUGE-L,TEDTALK759,PGN.TXT,0.07407,0.14286,0.09756,1
ROUGE-1,TEDTALK759,PGN.TXT,0.13793,0.04762,0.07080,1
ROUGE-2,TEDTALK759,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK759,PGN.TXT,0.03200,0.01081,0.01616,1
ROUGE-L,TEDTALK1205,PGN.TXT,0.15686,0.16327,0.16000,1
ROUGE-1,TEDTALK1205,PGN.TXT,0.22581,0.09333,0.13208,1
ROUGE-2,TEDTALK1205,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1205,PGN.TXT,0.07143,0.02778,0.04000,1
ROUGE-L,TEDTALK517,PGN.TXT,0.11111,0.16000,0.13115,1
ROUGE-1,TEDTALK517,PGN.TXT,0.09302,0.02597,0.04061,1
ROUGE-2,TEDTALK517,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK517,PGN.TXT,0.02703,0.00714,0.01130,1
ROUGE-L,TEDTALK1204,PGN.TXT,0.02326,0.06250,0.03390,1
ROUGE-1,TEDTALK1204,PGN.TXT,0.03846,0.02174,0.02778,1
ROUGE-2,TEDTALK1204,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1204,PGN.TXT,0.00833,0.00488,0.00615,1
ROUGE-L,TEDTALK518,PGN.TXT,0.10526,0.09756,0.10127,1
ROUGE-1,TEDTALK518,PGN.TXT,0.15385,0.03846,0.06154,1
ROUGE-2,TEDTALK518,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK518,PGN.TXT,0.03429,0.00822,0.01326,1
ROUGE-L,TEDTALK519,PGN.TXT,0.10000,0.25000,0.14286,1
ROUGE-1,TEDTALK519,PGN.TXT,0.11111,0.07576,0.09009,1
ROUGE-2,TEDTALK519,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK519,PGN.TXT,0.03415,0.02500,0.02887,1
ROUGE-L,TEDTALK1207,PGN.TXT,0.11905,0.17857,0.14286,1
ROUGE-1,TEDTALK1207,PGN.TXT,0.11538,0.04225,0.06186,1
ROUGE-2,TEDTALK1207,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1207,PGN.TXT,0.02917,0.01061,0.01556,1
ROUGE-L,TEDTALK1206,PGN.TXT,0.17143,0.20690,0.18750,1
ROUGE-1,TEDTALK1206,PGN.TXT,0.20513,0.07692,0.11189,1
ROUGE-2,TEDTALK1206,PGN.TXT,0.02703,0.01010,0.01471,1
ROUGE-SU4,TEDTALK1206,PGN.TXT,0.05714,0.02128,0.03101,1
ROUGE-L,TEDTALK1209,PGN.TXT,0.08824,0.10345,0.09524,1
ROUGE-1,TEDTALK1209,PGN.TXT,0.10256,0.05556,0.07207,1
ROUGE-2,TEDTALK1209,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1209,PGN.TXT,0.02286,0.01307,0.01663,1
ROUGE-L,TEDTALK1208,PGN.TXT,0.05000,0.09091,0.06452,1
ROUGE-1,TEDTALK1208,PGN.TXT,0.15217,0.04268,0.06667,1
ROUGE-2,TEDTALK1208,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1208,PGN.TXT,0.04286,0.01233,0.01915,1
ROUGE-L,TEDTALK990,PGN.TXT,0.03448,0.06667,0.04545,1
ROUGE-1,TEDTALK990,PGN.TXT,0.08824,0.03571,0.05085,1
ROUGE-2,TEDTALK990,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK990,PGN.TXT,0.02667,0.01143,0.01600,1
ROUGE-L,TEDTALK991,PGN.TXT,0.05263,0.11765,0.07273,1
ROUGE-1,TEDTALK991,PGN.TXT,0.13043,0.05263,0.07500,1
ROUGE-2,TEDTALK991,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK991,PGN.TXT,0.03000,0.01154,0.01667,1
ROUGE-L,TEDTALK750,PGN.TXT,0.12121,0.19048,0.14815,1
ROUGE-1,TEDTALK750,PGN.TXT,0.14286,0.06944,0.09346,1
ROUGE-2,TEDTALK750,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK750,PGN.TXT,0.03448,0.01613,0.02198,1
ROUGE-L,TEDTALK992,PGN.TXT,0.02273,0.09091,0.03636,1
ROUGE-1,TEDTALK992,PGN.TXT,0.02000,0.00503,0.00803,1
ROUGE-2,TEDTALK992,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK992,PGN.TXT,0.00476,0.00114,0.00183,1
ROUGE-L,TEDTALK751,PGN.TXT,0.04444,0.04082,0.04255,1
ROUGE-1,TEDTALK751,PGN.TXT,0.10417,0.02825,0.04444,1
ROUGE-2,TEDTALK751,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK751,PGN.TXT,0.02273,0.00599,0.00948,1
ROUGE-L,TEDTALK993,PGN.TXT,0.16279,0.16279,0.16279,1
ROUGE-1,TEDTALK993,PGN.TXT,0.23077,0.10345,0.14286,1
ROUGE-2,TEDTALK993,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK993,PGN.TXT,0.06667,0.03019,0.04156,1
ROUGE-L,TEDTALK510,PGN.TXT,0.13043,0.12766,0.12903,1
ROUGE-1,TEDTALK510,PGN.TXT,0.14894,0.05833,0.08383,1
ROUGE-2,TEDTALK510,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK510,PGN.TXT,0.03256,0.01273,0.01830,1
ROUGE-L,TEDTALK752,PGN.TXT,0.17021,0.14035,0.15385,1
ROUGE-1,TEDTALK752,PGN.TXT,0.15000,0.05844,0.08411,1
ROUGE-2,TEDTALK752,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK752,PGN.TXT,0.03333,0.01216,0.01782,1
ROUGE-L,TEDTALK994,PGN.TXT,0.22727,0.20833,0.21739,1
ROUGE-1,TEDTALK994,PGN.TXT,0.28261,0.07222,0.11504,1
ROUGE-2,TEDTALK994,PGN.TXT,0.02381,0.00571,0.00922,1
ROUGE-SU4,TEDTALK994,PGN.TXT,0.08947,0.02000,0.03269,1
ROUGE-L,TEDTALK753,PGN.TXT,0.02857,0.04167,0.03390,1
ROUGE-1,TEDTALK753,PGN.TXT,0.10526,0.02299,0.03774,1
ROUGE-2,TEDTALK753,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK753,PGN.TXT,0.02353,0.00465,0.00777,1
ROUGE-L,TEDTALK995,PGN.TXT,0.12821,0.10204,0.11364,1
ROUGE-1,TEDTALK995,PGN.TXT,0.15909,0.05833,0.08537,1
ROUGE-2,TEDTALK995,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK995,PGN.TXT,0.03500,0.01321,0.01918,1
ROUGE-L,TEDTALK511,PGN.TXT,0.08824,0.08333,0.08571,1
ROUGE-1,TEDTALK511,PGN.TXT,0.10526,0.02899,0.04545,1
ROUGE-2,TEDTALK511,PGN.TXT,0.02778,0.00752,0.01183,1
ROUGE-SU4,TEDTALK511,PGN.TXT,0.02941,0.00781,0.01235,1
ROUGE-L,TEDTALK754,PGN.TXT,0.06522,0.21429,0.10000,1
ROUGE-1,TEDTALK754,PGN.TXT,0.05882,0.03947,0.04724,1
ROUGE-2,TEDTALK754,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK754,PGN.TXT,0.01333,0.00909,0.01081,1
ROUGE-L,TEDTALK512,PGN.TXT,0.08333,0.05660,0.06742,1
ROUGE-1,TEDTALK512,PGN.TXT,0.26829,0.08730,0.13174,1
ROUGE-2,TEDTALK512,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK512,PGN.TXT,0.08108,0.02500,0.03822,1
ROUGE-L,TEDTALK996,PGN.TXT,0.20000,0.15217,0.17284,1
ROUGE-1,TEDTALK996,PGN.TXT,0.23684,0.08333,0.12329,1
ROUGE-2,TEDTALK996,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK996,PGN.TXT,0.05294,0.01765,0.02647,1
ROUGE-L,TEDTALK1210,PGN.TXT,0.11628,0.19231,0.14493,1
ROUGE-1,TEDTALK1210,PGN.TXT,0.14000,0.04667,0.07000,1
ROUGE-2,TEDTALK1210,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1210,PGN.TXT,0.03913,0.01324,0.01978,1
ROUGE-L,TEDTALK986,PGN.TXT,0.10256,0.16667,0.12698,1
ROUGE-1,TEDTALK986,PGN.TXT,0.20408,0.06494,0.09852,1
ROUGE-2,TEDTALK986,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK986,PGN.TXT,0.04444,0.01351,0.02073,1
ROUGE-L,TEDTALK502,PGN.TXT,0.08889,0.07843,0.08333,1
ROUGE-1,TEDTALK502,PGN.TXT,0.18750,0.07143,0.10345,1
ROUGE-2,TEDTALK502,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK502,PGN.TXT,0.05000,0.01833,0.02683,1
ROUGE-L,TEDTALK744,PGN.TXT,0.16216,0.12500,0.14118,1
ROUGE-1,TEDTALK744,PGN.TXT,0.25581,0.08871,0.13174,1
ROUGE-2,TEDTALK744,PGN.TXT,0.05128,0.01653,0.02500,1
ROUGE-SU4,TEDTALK744,PGN.TXT,0.09091,0.02712,0.04178,1
ROUGE-L,TEDTALK1432,PGN.TXT,0.06383,0.06977,0.06667,1
ROUGE-1,TEDTALK1432,PGN.TXT,0.18966,0.08088,0.11340,1
ROUGE-2,TEDTALK1432,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1432,PGN.TXT,0.06154,0.02388,0.03441,1
ROUGE-L,TEDTALK745,PGN.TXT,0.20000,0.13158,0.15873,1
ROUGE-1,TEDTALK745,PGN.TXT,0.24000,0.04000,0.06857,1
ROUGE-2,TEDTALK745,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK745,PGN.TXT,0.05217,0.00833,0.01437,1
ROUGE-L,TEDTALK1431,PGN.TXT,0.08000,0.12121,0.09639,1
ROUGE-1,TEDTALK1431,PGN.TXT,0.09231,0.07143,0.08054,1
ROUGE-2,TEDTALK1431,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1431,PGN.TXT,0.02899,0.02051,0.02402,1
ROUGE-L,TEDTALK503,PGN.TXT,0.09677,0.07692,0.08571,1
ROUGE-1,TEDTALK503,PGN.TXT,0.08571,0.02381,0.03727,1
ROUGE-2,TEDTALK503,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK503,PGN.TXT,0.01935,0.00517,0.00816,1
ROUGE-L,TEDTALK987,PGN.TXT,0.12903,0.16000,0.14286,1
ROUGE-1,TEDTALK987,PGN.TXT,0.11429,0.03509,0.05369,1
ROUGE-2,TEDTALK987,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK987,PGN.TXT,0.02581,0.00800,0.01221,1
ROUGE-L,TEDTALK746,PGN.TXT,0.12500,0.16667,0.14286,1
ROUGE-1,TEDTALK746,PGN.TXT,0.20588,0.08750,0.12281,1
ROUGE-2,TEDTALK746,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK746,PGN.TXT,0.04375,0.02121,0.02857,1
ROUGE-L,TEDTALK504,PGN.TXT,0.06250,0.08000,0.07018,1
ROUGE-1,TEDTALK504,PGN.TXT,0.14706,0.05682,0.08197,1
ROUGE-2,TEDTALK504,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK504,PGN.TXT,0.03750,0.01538,0.02182,1
ROUGE-L,TEDTALK1434,PGN.TXT,0.05714,0.15385,0.08333,1
ROUGE-1,TEDTALK1434,PGN.TXT,0.04878,0.02564,0.03361,1
ROUGE-2,TEDTALK1434,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1434,PGN.TXT,0.01143,0.00588,0.00777,1
ROUGE-L,TEDTALK988,PGN.TXT,0.13636,0.18750,0.15789,1
ROUGE-1,TEDTALK988,PGN.TXT,0.18182,0.13514,0.15504,1
ROUGE-2,TEDTALK988,PGN.TXT,0.03774,0.02899,0.03279,1
ROUGE-SU4,TEDTALK988,PGN.TXT,0.05882,0.04688,0.05217,1
ROUGE-L,TEDTALK1433,PGN.TXT,0.04167,0.14286,0.06452,1
ROUGE-1,TEDTALK1433,PGN.TXT,0.05085,0.02500,0.03352,1
ROUGE-2,TEDTALK1433,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1433,PGN.TXT,0.01091,0.00566,0.00745,1
ROUGE-L,TEDTALK989,PGN.TXT,0.08571,0.08333,0.08451,1
ROUGE-1,TEDTALK989,PGN.TXT,0.20000,0.07407,0.10811,1
ROUGE-2,TEDTALK989,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK989,PGN.TXT,0.05556,0.02041,0.02985,1
ROUGE-L,TEDTALK505,PGN.TXT,0.13514,0.10638,0.11905,1
ROUGE-1,TEDTALK505,PGN.TXT,0.17500,0.06250,0.09211,1
ROUGE-2,TEDTALK505,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK505,PGN.TXT,0.03889,0.01321,0.01972,1
ROUGE-L,TEDTALK747,PGN.TXT,0.04651,0.06897,0.05556,1
