ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-SU4,TEDTALK1074,PGN.TXT,0.08333,0.03866,0.05282,1
ROUGE-L,TEDTALK1075,PGN.TXT,0.10909,0.20000,0.14118,1
ROUGE-1,TEDTALK1075,PGN.TXT,0.14286,0.13415,0.13836,1
ROUGE-2,TEDTALK1075,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1075,PGN.TXT,0.03099,0.03056,0.03077,1
ROUGE-L,TEDTALK1076,PGN.TXT,0.04255,0.10000,0.05970,1
ROUGE-1,TEDTALK1076,PGN.TXT,0.10526,0.08571,0.09449,1
ROUGE-2,TEDTALK1076,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1076,PGN.TXT,0.02264,0.02000,0.02124,1
ROUGE-L,TEDTALK1077,PGN.TXT,0.08696,0.07407,0.08000,1
ROUGE-1,TEDTALK1077,PGN.TXT,0.12000,0.03158,0.05000,1
ROUGE-2,TEDTALK1077,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1077,PGN.TXT,0.02609,0.00706,0.01111,1
ROUGE-L,TEDTALK1078,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-1,TEDTALK1078,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-2,TEDTALK1078,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1078,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-L,TEDTALK1057,PGN.TXT,0.09091,0.09677,0.09375,1
ROUGE-1,TEDTALK1057,PGN.TXT,0.15385,0.05769,0.08392,1
ROUGE-2,TEDTALK1057,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1057,PGN.TXT,0.03429,0.01224,0.01805,1
ROUGE-L,TEDTALK205,PGN.TXT,0.08824,0.21429,0.12500,1
ROUGE-1,TEDTALK205,PGN.TXT,0.17500,0.08140,0.11111,1
ROUGE-2,TEDTALK205,PGN.TXT,0.05405,0.02469,0.03390,1
ROUGE-SU4,TEDTALK205,PGN.TXT,0.07059,0.03158,0.04364,1
ROUGE-L,TEDTALK689,PGN.TXT,0.04082,0.18182,0.06667,1
ROUGE-1,TEDTALK689,PGN.TXT,0.10000,0.07692,0.08696,1
ROUGE-2,TEDTALK689,PGN.TXT,0.01724,0.01370,0.01527,1
ROUGE-SU4,TEDTALK689,PGN.TXT,0.03571,0.02941,0.03226,1
ROUGE-L,TEDTALK447,PGN.TXT,0.09677,0.06667,0.07895,1
ROUGE-1,TEDTALK447,PGN.TXT,0.16667,0.05000,0.07692,1
ROUGE-2,TEDTALK447,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK447,PGN.TXT,0.03750,0.01091,0.01690,1
ROUGE-L,TEDTALK1058,PGN.TXT,0.05405,0.12500,0.07547,1
ROUGE-1,TEDTALK1058,PGN.TXT,0.06977,0.02632,0.03822,1
ROUGE-2,TEDTALK1058,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1058,PGN.TXT,0.01622,0.00577,0.00851,1
ROUGE-L,TEDTALK448,PGN.TXT,0.04878,0.16667,0.07547,1
ROUGE-1,TEDTALK448,PGN.TXT,0.12963,0.07778,0.09722,1
ROUGE-2,TEDTALK448,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK448,PGN.TXT,0.03200,0.02000,0.02462,1
ROUGE-L,TEDTALK206,PGN.TXT,0.05556,0.14286,0.08000,1
ROUGE-1,TEDTALK206,PGN.TXT,0.18605,0.09756,0.12800,1
ROUGE-2,TEDTALK206,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK206,PGN.TXT,0.03902,0.02222,0.02832,1
ROUGE-L,TEDTALK1299,PGN.TXT,0.15217,0.17949,0.16471,1
ROUGE-1,TEDTALK1299,PGN.TXT,0.19231,0.10204,0.13333,1
ROUGE-2,TEDTALK1299,PGN.TXT,0.02000,0.01053,0.01379,1
ROUGE-SU4,TEDTALK1299,PGN.TXT,0.05000,0.02609,0.03429,1
ROUGE-L,TEDTALK207,PGN.TXT,0.14286,0.10638,0.12195,1
ROUGE-1,TEDTALK207,PGN.TXT,0.26190,0.08730,0.13095,1
ROUGE-2,TEDTALK207,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK207,PGN.TXT,0.06842,0.02241,0.03377,1
ROUGE-L,TEDTALK1059,PGN.TXT,0.12121,0.08696,0.10127,1
ROUGE-1,TEDTALK1059,PGN.TXT,0.18421,0.06542,0.09655,1
ROUGE-2,TEDTALK1059,PGN.TXT,0.02778,0.00980,0.01449,1
ROUGE-SU4,TEDTALK1059,PGN.TXT,0.04706,0.01649,0.02443,1
ROUGE-L,TEDTALK449,PGN.TXT,0.04348,0.16667,0.06897,1
ROUGE-1,TEDTALK449,PGN.TXT,0.09615,0.05952,0.07353,1
ROUGE-2,TEDTALK449,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK449,PGN.TXT,0.02083,0.01351,0.01639,1
ROUGE-L,TEDTALK208,PGN.TXT,0.15625,0.11905,0.13514,1
ROUGE-1,TEDTALK208,PGN.TXT,0.14634,0.05455,0.07947,1
ROUGE-2,TEDTALK208,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK208,PGN.TXT,0.04217,0.01400,0.02102,1
ROUGE-L,TEDTALK209,PGN.TXT,0.03226,0.08333,0.04651,1
ROUGE-1,TEDTALK209,PGN.TXT,0.06452,0.02381,0.03478,1
ROUGE-2,TEDTALK209,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK209,PGN.TXT,0.02222,0.00811,0.01188,1
ROUGE-L,TEDTALK681,PGN.TXT,0.10526,0.14286,0.12121,1
ROUGE-1,TEDTALK681,PGN.TXT,0.14286,0.05172,0.07595,1
ROUGE-2,TEDTALK681,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK681,PGN.TXT,0.04211,0.01509,0.02222,1
ROUGE-L,TEDTALK440,PGN.TXT,0.10000,0.04255,0.05970,1
ROUGE-1,TEDTALK440,PGN.TXT,0.15000,0.01852,0.03297,1
ROUGE-2,TEDTALK440,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK440,PGN.TXT,0.03333,0.00385,0.00690,1
ROUGE-L,TEDTALK682,PGN.TXT,0.08333,0.12000,0.09836,1
ROUGE-1,TEDTALK682,PGN.TXT,0.16667,0.04730,0.07368,1
ROUGE-2,TEDTALK682,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK682,PGN.TXT,0.03684,0.01014,0.01591,1
ROUGE-L,TEDTALK441,PGN.TXT,0.16216,0.12245,0.13953,1
ROUGE-1,TEDTALK441,PGN.TXT,0.17949,0.05932,0.08917,1
ROUGE-2,TEDTALK441,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK441,PGN.TXT,0.04571,0.01481,0.02238,1
ROUGE-L,TEDTALK683,PGN.TXT,0.14706,0.10870,0.12500,1
ROUGE-1,TEDTALK683,PGN.TXT,0.16667,0.04545,0.07143,1
ROUGE-2,TEDTALK683,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK683,PGN.TXT,0.03750,0.00984,0.01558,1
ROUGE-L,TEDTALK200,PGN.TXT,0.02941,0.05882,0.03922,1
ROUGE-1,TEDTALK200,PGN.TXT,0.09524,0.05714,0.07143,1
ROUGE-2,TEDTALK200,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK200,PGN.TXT,0.02105,0.01333,0.01633,1
ROUGE-L,TEDTALK684,PGN.TXT,0.09091,0.16667,0.11765,1
ROUGE-1,TEDTALK684,PGN.TXT,0.11321,0.07895,0.09302,1
ROUGE-2,TEDTALK684,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK684,PGN.TXT,0.02449,0.01818,0.02087,1
ROUGE-L,TEDTALK442,PGN.TXT,0.17647,0.18182,0.17910,1
ROUGE-1,TEDTALK442,PGN.TXT,0.16216,0.03429,0.05660,1
ROUGE-2,TEDTALK442,PGN.TXT,0.02778,0.00581,0.00962,1
ROUGE-SU4,TEDTALK442,PGN.TXT,0.05143,0.01065,0.01765,1
ROUGE-L,TEDTALK201,PGN.TXT,0.05882,0.07407,0.06557,1
ROUGE-1,TEDTALK201,PGN.TXT,0.11429,0.05000,0.06957,1
ROUGE-2,TEDTALK201,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK201,PGN.TXT,0.02424,0.01143,0.01553,1
ROUGE-L,TEDTALK685,PGN.TXT,0.05714,0.09091,0.07018,1
ROUGE-1,TEDTALK685,PGN.TXT,0.08333,0.03947,0.05357,1
ROUGE-2,TEDTALK685,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK685,PGN.TXT,0.01875,0.00909,0.01224,1
ROUGE-L,TEDTALK443,PGN.TXT,0.10526,0.15385,0.12500,1
ROUGE-1,TEDTALK443,PGN.TXT,0.12500,0.03731,0.05747,1
ROUGE-2,TEDTALK443,PGN.TXT,0.02703,0.00787,0.01220,1
ROUGE-SU4,TEDTALK443,PGN.TXT,0.04706,0.01333,0.02078,1
ROUGE-L,TEDTALK686,PGN.TXT,0.08108,0.08333,0.08219,1
ROUGE-1,TEDTALK686,PGN.TXT,0.12821,0.04545,0.06711,1
ROUGE-2,TEDTALK686,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK686,PGN.TXT,0.03571,0.01154,0.01744,1
ROUGE-L,TEDTALK202,PGN.TXT,0.12500,0.11765,0.12121,1
ROUGE-1,TEDTALK202,PGN.TXT,0.12500,0.03125,0.05000,1
ROUGE-2,TEDTALK202,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK202,PGN.TXT,0.02857,0.00656,0.01067,1
ROUGE-L,TEDTALK444,PGN.TXT,0.03030,0.05263,0.03846,1
ROUGE-1,TEDTALK444,PGN.TXT,0.05263,0.02439,0.03333,1
ROUGE-2,TEDTALK444,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK444,PGN.TXT,0.01176,0.00556,0.00755,1
ROUGE-L,TEDTALK203,PGN.TXT,0.09375,0.08571,0.08955,1
ROUGE-1,TEDTALK203,PGN.TXT,0.11429,0.02667,0.04324,1
ROUGE-2,TEDTALK203,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK203,PGN.TXT,0.02581,0.00571,0.00936,1
ROUGE-L,TEDTALK687,PGN.TXT,0.08333,0.09091,0.08696,1
ROUGE-1,TEDTALK687,PGN.TXT,0.07692,0.03448,0.04762,1
ROUGE-2,TEDTALK687,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK687,PGN.TXT,0.01714,0.00773,0.01066,1
ROUGE-L,TEDTALK445,PGN.TXT,0.03226,0.03571,0.03390,1
ROUGE-1,TEDTALK445,PGN.TXT,0.03125,0.01111,0.01639,1
ROUGE-2,TEDTALK445,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK445,PGN.TXT,0.00714,0.00250,0.00370,1
ROUGE-L,TEDTALK204,PGN.TXT,0.02941,0.04762,0.03636,1
ROUGE-1,TEDTALK204,PGN.TXT,0.02500,0.01389,0.01786,1
ROUGE-2,TEDTALK204,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK204,PGN.TXT,0.00556,0.00323,0.00408,1
ROUGE-L,TEDTALK446,PGN.TXT,0.15789,0.13636,0.14634,1
ROUGE-1,TEDTALK446,PGN.TXT,0.21053,0.07407,0.10959,1
ROUGE-2,TEDTALK446,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK446,PGN.TXT,0.04706,0.01633,0.02424,1
ROUGE-L,TEDTALK688,PGN.TXT,0.10714,0.07143,0.08571,1
ROUGE-1,TEDTALK688,PGN.TXT,0.10714,0.01596,0.02778,1
ROUGE-2,TEDTALK688,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK688,PGN.TXT,0.02500,0.00337,0.00594,1
ROUGE-L,TEDTALK680,PGN.TXT,0.10811,0.09524,0.10127,1
ROUGE-1,TEDTALK680,PGN.TXT,0.10000,0.03509,0.05195,1
ROUGE-2,TEDTALK680,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK680,PGN.TXT,0.02222,0.00769,0.01143,1
ROUGE-L,TEDTALK1060,PGN.TXT,0.12121,0.16667,0.14035,1
ROUGE-1,TEDTALK1060,PGN.TXT,0.11765,0.03922,0.05882,1
ROUGE-2,TEDTALK1060,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1060,PGN.TXT,0.02667,0.00870,0.01311,1
ROUGE-L,TEDTALK1061,PGN.TXT,0.08333,0.04651,0.05970,1
ROUGE-1,TEDTALK1061,PGN.TXT,0.08000,0.01266,0.02186,1
ROUGE-2,TEDTALK1061,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1061,PGN.TXT,0.01905,0.00274,0.00479,1
ROUGE-L,TEDTALK1062,PGN.TXT,0.10714,0.10714,0.10714,1
ROUGE-1,TEDTALK1062,PGN.TXT,0.09091,0.02727,0.04196,1
ROUGE-2,TEDTALK1062,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1062,PGN.TXT,0.02963,0.00800,0.01260,1
ROUGE-L,TEDTALK1063,PGN.TXT,0.08108,0.06818,0.07407,1
ROUGE-1,TEDTALK1063,PGN.TXT,0.14634,0.03529,0.05687,1
ROUGE-2,TEDTALK1063,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1063,PGN.TXT,0.03243,0.00732,0.01194,1
ROUGE-L,TEDTALK1064,PGN.TXT,0.09615,0.11364,0.10417,1
ROUGE-1,TEDTALK1064,PGN.TXT,0.15254,0.07143,0.09730,1
ROUGE-2,TEDTALK1064,PGN.TXT,0.01786,0.00826,0.01130,1
ROUGE-SU4,TEDTALK1064,PGN.TXT,0.04151,0.01897,0.02604,1
ROUGE-L,TEDTALK1065,PGN.TXT,0.07143,0.10000,0.08333,1
ROUGE-1,TEDTALK1065,PGN.TXT,0.06250,0.02000,0.03030,1
ROUGE-2,TEDTALK1065,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1065,PGN.TXT,0.01429,0.00441,0.00674,1
ROUGE-L,TEDTALK1066,PGN.TXT,0.06250,0.07407,0.06780,1
ROUGE-1,TEDTALK1066,PGN.TXT,0.05882,0.02326,0.03333,1
ROUGE-2,TEDTALK1066,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1066,PGN.TXT,0.01333,0.00526,0.00755,1
ROUGE-L,TEDTALK1067,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-1,TEDTALK1067,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-2,TEDTALK1067,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1067,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-L,TEDTALK1046,PGN.TXT,0.08571,0.05357,0.06593,1
ROUGE-1,TEDTALK1046,PGN.TXT,0.29268,0.06522,0.10667,1
ROUGE-2,TEDTALK1046,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1046,PGN.TXT,0.08000,0.01609,0.02679,1
ROUGE-L,TEDTALK238,PGN.TXT,0.06250,0.16667,0.09091,1
ROUGE-1,TEDTALK238,PGN.TXT,0.05263,0.03226,0.04000,1
ROUGE-2,TEDTALK238,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK238,PGN.TXT,0.01176,0.00769,0.00930,1
ROUGE-L,TEDTALK1289,PGN.TXT,0.13514,0.11905,0.12658,1
ROUGE-1,TEDTALK1289,PGN.TXT,0.20000,0.07692,0.11111,1
ROUGE-2,TEDTALK1289,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1289,PGN.TXT,0.05000,0.01915,0.02769,1
ROUGE-L,TEDTALK1288,PGN.TXT,0.08163,0.10526,0.09195,1
ROUGE-1,TEDTALK1288,PGN.TXT,0.09375,0.05128,0.06630,1
ROUGE-2,TEDTALK1288,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1288,PGN.TXT,0.02069,0.01121,0.01455,1
ROUGE-L,TEDTALK239,PGN.TXT,0.03125,0.04348,0.03636,1
ROUGE-1,TEDTALK239,PGN.TXT,0.03030,0.01351,0.01869,1
ROUGE-2,TEDTALK239,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK239,PGN.TXT,0.00690,0.00313,0.00430,1
ROUGE-L,TEDTALK1047,PGN.TXT,0.05714,0.06667,0.06154,1
ROUGE-1,TEDTALK1047,PGN.TXT,0.07692,0.02941,0.04255,1
ROUGE-2,TEDTALK1047,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1047,PGN.TXT,0.01714,0.00652,0.00945,1
ROUGE-L,TEDTALK1048,PGN.TXT,0.18182,0.18750,0.18462,1
ROUGE-1,TEDTALK1048,PGN.TXT,0.16667,0.05000,0.07692,1
ROUGE-2,TEDTALK1048,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1048,PGN.TXT,0.04375,0.01273,0.01972,1
ROUGE-L,TEDTALK1049,PGN.TXT,0.09677,0.17647,0.12500,1
ROUGE-1,TEDTALK1049,PGN.TXT,0.11111,0.05405,0.07273,1
ROUGE-2,TEDTALK1049,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1049,PGN.TXT,0.02500,0.01250,0.01667,1
ROUGE-L,TEDTALK472,PGN.TXT,0.09677,0.04839,0.06452,1
ROUGE-1,TEDTALK472,PGN.TXT,0.11111,0.02632,0.04255,1
ROUGE-2,TEDTALK472,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK472,PGN.TXT,0.02500,0.00548,0.00899,1
ROUGE-L,TEDTALK230,PGN.TXT,0.05263,0.08696,0.06557,1
ROUGE-1,TEDTALK230,PGN.TXT,0.09091,0.02210,0.03556,1
ROUGE-2,TEDTALK230,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK230,PGN.TXT,0.02000,0.00447,0.00731,1
ROUGE-L,TEDTALK231,PGN.TXT,0.18750,0.19355,0.19048,1
ROUGE-1,TEDTALK231,PGN.TXT,0.25714,0.11538,0.15929,1
ROUGE-2,TEDTALK231,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK231,PGN.TXT,0.07097,0.03235,0.04444,1
ROUGE-L,TEDTALK473,PGN.TXT,0.05263,0.07143,0.06061,1
ROUGE-1,TEDTALK473,PGN.TXT,0.07317,0.01705,0.02765,1
ROUGE-2,TEDTALK473,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK473,PGN.TXT,0.01622,0.00370,0.00603,1
ROUGE-L,TEDTALK474,PGN.TXT,0.10345,0.08824,0.09524,1
ROUGE-1,TEDTALK474,PGN.TXT,0.20588,0.08537,0.12069,1
ROUGE-2,TEDTALK474,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK474,PGN.TXT,0.06000,0.02500,0.03529,1
ROUGE-L,TEDTALK232,PGN.TXT,0.11429,0.17391,0.13793,1
ROUGE-1,TEDTALK232,PGN.TXT,0.25000,0.11628,0.15873,1
ROUGE-2,TEDTALK232,PGN.TXT,0.02632,0.01235,0.01681,1
ROUGE-SU4,TEDTALK232,PGN.TXT,0.06667,0.03158,0.04286,1
ROUGE-L,TEDTALK233,PGN.TXT,0.11111,0.12500,0.11765,1
ROUGE-1,TEDTALK233,PGN.TXT,0.24138,0.09211,0.13333,1
ROUGE-2,TEDTALK233,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK233,PGN.TXT,0.05926,0.02424,0.03441,1
ROUGE-L,TEDTALK475,PGN.TXT,0.09836,0.15789,0.12121,1
ROUGE-1,TEDTALK475,PGN.TXT,0.17647,0.09231,0.12121,1
ROUGE-2,TEDTALK475,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK475,PGN.TXT,0.04483,0.02167,0.02921,1
ROUGE-L,TEDTALK476,PGN.TXT,0.19512,0.17021,0.18182,1
ROUGE-1,TEDTALK476,PGN.TXT,0.20408,0.10417,0.13793,1
ROUGE-2,TEDTALK476,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK476,PGN.TXT,0.05333,0.02791,0.03664,1
ROUGE-L,TEDTALK234,PGN.TXT,0.13636,0.08108,0.10169,1
ROUGE-1,TEDTALK234,PGN.TXT,0.25926,0.07447,0.11570,1
ROUGE-2,TEDTALK234,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK234,PGN.TXT,0.05600,0.01667,0.02569,1
ROUGE-L,TEDTALK477,PGN.TXT,0.10811,0.15385,0.12698,1
ROUGE-1,TEDTALK477,PGN.TXT,0.21951,0.06338,0.09836,1
ROUGE-2,TEDTALK477,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK477,PGN.TXT,0.05405,0.01471,0.02312,1
ROUGE-L,TEDTALK235,PGN.TXT,0.21212,0.18919,0.20000,1
ROUGE-1,TEDTALK235,PGN.TXT,0.22857,0.07547,0.11348,1
ROUGE-2,TEDTALK235,PGN.TXT,0.06061,0.01980,0.02985,1
ROUGE-SU4,TEDTALK235,PGN.TXT,0.09032,0.02917,0.04409,1
ROUGE-L,TEDTALK478,PGN.TXT,0.05000,0.11765,0.07018,1
ROUGE-1,TEDTALK478,PGN.TXT,0.06383,0.04688,0.05405,1
ROUGE-2,TEDTALK478,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK478,PGN.TXT,0.01395,0.01111,0.01237,1
ROUGE-L,TEDTALK236,PGN.TXT,0.10526,0.10000,0.10256,1
ROUGE-1,TEDTALK236,PGN.TXT,0.12821,0.04587,0.06757,1
ROUGE-2,TEDTALK236,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK236,PGN.TXT,0.02857,0.01010,0.01493,1
ROUGE-L,TEDTALK479,PGN.TXT,0.08333,0.33333,0.13333,1
ROUGE-1,TEDTALK479,PGN.TXT,0.12963,0.08974,0.10606,1
ROUGE-2,TEDTALK479,PGN.TXT,0.01961,0.01370,0.01613,1
ROUGE-SU4,TEDTALK479,PGN.TXT,0.04167,0.02941,0.03448,1
ROUGE-L,TEDTALK237,PGN.TXT,0.16667,0.11765,0.13793,1
ROUGE-1,TEDTALK237,PGN.TXT,0.15789,0.05357,0.08000,1
ROUGE-2,TEDTALK237,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK237,PGN.TXT,0.03750,0.01176,0.01791,1
ROUGE-L,TEDTALK470,PGN.TXT,0.12500,0.09804,0.10989,1
ROUGE-1,TEDTALK470,PGN.TXT,0.22727,0.05714,0.09132,1
ROUGE-2,TEDTALK470,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK470,PGN.TXT,0.06000,0.01491,0.02388,1
ROUGE-L,TEDTALK1290,PGN.TXT,0.06122,0.13636,0.08451,1
ROUGE-1,TEDTALK1290,PGN.TXT,0.13793,0.12500,0.13115,1
ROUGE-2,TEDTALK1290,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1290,PGN.TXT,0.03200,0.03200,0.03200,1
ROUGE-L,TEDTALK471,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-1,TEDTALK471,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-2,TEDTALK471,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK471,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-L,TEDTALK1292,PGN.TXT,0.11765,0.12500,0.12121,1
ROUGE-1,TEDTALK1292,PGN.TXT,0.12500,0.07576,0.09434,1
ROUGE-2,TEDTALK1292,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1292,PGN.TXT,0.03333,0.02143,0.02609,1
ROUGE-L,TEDTALK1291,PGN.TXT,0.07143,0.22222,0.10811,1
ROUGE-1,TEDTALK1291,PGN.TXT,0.10606,0.07292,0.08642,1
ROUGE-2,TEDTALK1291,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1291,PGN.TXT,0.02759,0.01860,0.02222,1
ROUGE-L,TEDTALK1050,PGN.TXT,0.08696,0.10000,0.09302,1
ROUGE-1,TEDTALK1050,PGN.TXT,0.12000,0.03409,0.05310,1
ROUGE-2,TEDTALK1050,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1050,PGN.TXT,0.02857,0.00732,0.01165,1
ROUGE-L,TEDTALK1051,PGN.TXT,0.05882,0.20000,0.09091,1
ROUGE-1,TEDTALK1051,PGN.TXT,0.07317,0.03125,0.04380,1
ROUGE-2,TEDTALK1051,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1051,PGN.TXT,0.01622,0.00732,0.01008,1
ROUGE-L,TEDTALK1294,PGN.TXT,0.06250,0.15000,0.08824,1
ROUGE-1,TEDTALK1294,PGN.TXT,0.12727,0.10606,0.11570,1
ROUGE-2,TEDTALK1294,PGN.TXT,0.01923,0.01639,0.01770,1
ROUGE-SU4,TEDTALK1294,PGN.TXT,0.04490,0.03929,0.04190,1
ROUGE-L,TEDTALK1293,PGN.TXT,0.11628,0.16129,0.13514,1
ROUGE-1,TEDTALK1293,PGN.TXT,0.16327,0.09756,0.12214,1
ROUGE-2,TEDTALK1293,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1293,PGN.TXT,0.04444,0.02778,0.03419,1
ROUGE-L,TEDTALK1052,PGN.TXT,0.09677,0.17647,0.12500,1
ROUGE-1,TEDTALK1052,PGN.TXT,0.11429,0.05128,0.07080,1
ROUGE-2,TEDTALK1052,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1052,PGN.TXT,0.03226,0.01471,0.02020,1
ROUGE-L,TEDTALK1053,PGN.TXT,0.17949,0.12500,0.14737,1
ROUGE-1,TEDTALK1053,PGN.TXT,0.29545,0.07514,0.11982,1
ROUGE-2,TEDTALK1053,PGN.TXT,0.02381,0.00602,0.00962,1
ROUGE-SU4,TEDTALK1053,PGN.TXT,0.08000,0.02013,0.03216,1
ROUGE-L,TEDTALK1296,PGN.TXT,0.06383,0.06522,0.06452,1
ROUGE-1,TEDTALK1296,PGN.TXT,0.07018,0.03226,0.04420,1
ROUGE-2,TEDTALK1296,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1296,PGN.TXT,0.01569,0.00702,0.00970,1
ROUGE-L,TEDTALK1295,PGN.TXT,0.14634,0.19355,0.16667,1
ROUGE-1,TEDTALK1295,PGN.TXT,0.20455,0.04891,0.07895,1
ROUGE-2,TEDTALK1295,PGN.TXT,0.00000,0.00000,0.00000,1
