ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-SU4,TEDTALK1735,TEXTRANK.TXT,0.03571,0.01176,0.01770,1
ROUGE-L,TEDTALK1734,TEXTRANK.TXT,0.12727,0.12281,0.12500,1
ROUGE-1,TEDTALK1734,TEXTRANK.TXT,0.17460,0.12941,0.14865,1
ROUGE-2,TEDTALK1734,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1734,TEXTRANK.TXT,0.04561,0.03210,0.03768,1
ROUGE-L,TEDTALK1737,TEXTRANK.TXT,0.13333,0.08696,0.10526,1
ROUGE-1,TEDTALK1737,TEXTRANK.TXT,0.18367,0.10465,0.13333,1
ROUGE-2,TEDTALK1737,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1737,TEXTRANK.TXT,0.04390,0.02195,0.02927,1
ROUGE-L,TEDTALK1736,TEXTRANK.TXT,0.06780,0.05405,0.06015,1
ROUGE-1,TEDTALK1736,TEXTRANK.TXT,0.21622,0.13223,0.16410,1
ROUGE-2,TEDTALK1736,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1736,TEXTRANK.TXT,0.05714,0.03419,0.04278,1
ROUGE-L,TEDTALK1739,TEXTRANK.TXT,0.09756,0.05714,0.07207,1
ROUGE-1,TEDTALK1739,TEXTRANK.TXT,0.24000,0.11321,0.15385,1
ROUGE-2,TEDTALK1739,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1739,TEXTRANK.TXT,0.06364,0.02857,0.03944,1
ROUGE-L,TEDTALK1738,TEXTRANK.TXT,0.15385,0.08571,0.11009,1
ROUGE-1,TEDTALK1738,TEXTRANK.TXT,0.19512,0.07767,0.11111,1
ROUGE-2,TEDTALK1738,TEXTRANK.TXT,0.02632,0.01000,0.01449,1
ROUGE-SU4,TEDTALK1738,TEXTRANK.TXT,0.05682,0.02062,0.03026,1
ROUGE-L,TEDTALK1720,TEXTRANK.TXT,0.11628,0.07576,0.09174,1
ROUGE-1,TEDTALK1720,TEXTRANK.TXT,0.12000,0.05769,0.07792,1
ROUGE-2,TEDTALK1720,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1720,TEXTRANK.TXT,0.03913,0.01800,0.02466,1
ROUGE-L,TEDTALK1722,TEXTRANK.TXT,0.11364,0.08772,0.09901,1
ROUGE-1,TEDTALK1722,TEXTRANK.TXT,0.23636,0.15854,0.18978,1
ROUGE-2,TEDTALK1722,TEXTRANK.TXT,0.03846,0.02500,0.03030,1
ROUGE-SU4,TEDTALK1722,TEXTRANK.TXT,0.07347,0.04615,0.05669,1
ROUGE-L,TEDTALK1721,TEXTRANK.TXT,0.08511,0.05714,0.06838,1
ROUGE-1,TEDTALK1721,TEXTRANK.TXT,0.11321,0.06522,0.08276,1
ROUGE-2,TEDTALK1721,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1721,TEXTRANK.TXT,0.02553,0.01333,0.01752,1
ROUGE-L,TEDTALK1724,TEXTRANK.TXT,0.08696,0.05970,0.07080,1
ROUGE-1,TEDTALK1724,TEXTRANK.TXT,0.24138,0.12844,0.16766,1
ROUGE-2,TEDTALK1724,TEXTRANK.TXT,0.01818,0.00935,0.01235,1
ROUGE-SU4,TEDTALK1724,TEXTRANK.TXT,0.07692,0.03810,0.05096,1
ROUGE-L,TEDTALK1723,TEXTRANK.TXT,0.20370,0.14474,0.16923,1
ROUGE-1,TEDTALK1723,TEXTRANK.TXT,0.26984,0.13178,0.17708,1
ROUGE-2,TEDTALK1723,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1723,TEXTRANK.TXT,0.06667,0.03304,0.04419,1
ROUGE-L,TEDTALK1726,TEXTRANK.TXT,0.13333,0.08000,0.10000,1
ROUGE-1,TEDTALK1726,TEXTRANK.TXT,0.20339,0.10909,0.14201,1
ROUGE-2,TEDTALK1726,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1726,TEXTRANK.TXT,0.05660,0.02778,0.03727,1
ROUGE-L,TEDTALK1725,TEXTRANK.TXT,0.16981,0.13433,0.15000,1
ROUGE-1,TEDTALK1725,TEXTRANK.TXT,0.28788,0.20000,0.23602,1
ROUGE-2,TEDTALK1725,TEXTRANK.TXT,0.01587,0.01075,0.01282,1
ROUGE-SU4,TEDTALK1725,TEXTRANK.TXT,0.09333,0.06154,0.07417,1
ROUGE-L,TEDTALK1728,TEXTRANK.TXT,0.21212,0.08974,0.12613,1
ROUGE-1,TEDTALK1728,TEXTRANK.TXT,0.21622,0.07692,0.11348,1
ROUGE-2,TEDTALK1728,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1728,TEXTRANK.TXT,0.06383,0.01837,0.02853,1
ROUGE-L,TEDTALK1727,TEXTRANK.TXT,0.13793,0.07143,0.09412,1
ROUGE-1,TEDTALK1727,TEXTRANK.TXT,0.20588,0.06731,0.10145,1
ROUGE-2,TEDTALK1727,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1727,TEXTRANK.TXT,0.06000,0.01765,0.02727,1
ROUGE-1,TEDTALK1729,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-2,TEDTALK1729,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1729,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-L,TEDTALK1711,TEXTRANK.TXT,0.11538,0.04348,0.06316,1
ROUGE-1,TEDTALK1711,TEXTRANK.TXT,0.18519,0.05319,0.08264,1
ROUGE-2,TEDTALK1711,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1711,TEXTRANK.TXT,0.04348,0.01111,0.01770,1
ROUGE-L,TEDTALK1710,TEXTRANK.TXT,0.13115,0.09639,0.11111,1
ROUGE-1,TEDTALK1710,TEXTRANK.TXT,0.26190,0.16923,0.20561,1
ROUGE-2,TEDTALK1710,TEXTRANK.TXT,0.02500,0.01575,0.01932,1
ROUGE-SU4,TEDTALK1710,TEXTRANK.TXT,0.08158,0.05000,0.06200,1
ROUGE-L,TEDTALK1713,TEXTRANK.TXT,0.15094,0.10526,0.12403,1
ROUGE-1,TEDTALK1713,TEXTRANK.TXT,0.18966,0.11000,0.13924,1
ROUGE-2,TEDTALK1713,TEXTRANK.TXT,0.01786,0.01042,0.01316,1
ROUGE-SU4,TEDTALK1713,TEXTRANK.TXT,0.04444,0.02609,0.03288,1
ROUGE-L,TEDTALK1712,TEXTRANK.TXT,0.19608,0.13333,0.15873,1
ROUGE-1,TEDTALK1712,TEXTRANK.TXT,0.25806,0.13445,0.17680,1
ROUGE-2,TEDTALK1712,TEXTRANK.TXT,0.01695,0.00862,0.01143,1
ROUGE-SU4,TEDTALK1712,TEXTRANK.TXT,0.07500,0.03717,0.04970,1
ROUGE-L,TEDTALK1715,TEXTRANK.TXT,0.15217,0.08974,0.11290,1
ROUGE-1,TEDTALK1715,TEXTRANK.TXT,0.24561,0.12174,0.16279,1
ROUGE-2,TEDTALK1715,TEXTRANK.TXT,0.01818,0.00893,0.01198,1
ROUGE-SU4,TEDTALK1715,TEXTRANK.TXT,0.06415,0.03119,0.04198,1
ROUGE-L,TEDTALK1714,TEXTRANK.TXT,0.16000,0.12698,0.14159,1
ROUGE-1,TEDTALK1714,TEXTRANK.TXT,0.20690,0.12632,0.15686,1
ROUGE-2,TEDTALK1714,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1714,TEXTRANK.TXT,0.05000,0.02857,0.03636,1
ROUGE-L,TEDTALK1717,TEXTRANK.TXT,0.05000,0.02985,0.03738,1
ROUGE-1,TEDTALK1717,TEXTRANK.TXT,0.25000,0.12632,0.16783,1
ROUGE-2,TEDTALK1717,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1717,TEXTRANK.TXT,0.05909,0.02796,0.03796,1
ROUGE-L,TEDTALK1716,TEXTRANK.TXT,0.12727,0.10769,0.11667,1
ROUGE-1,TEDTALK1716,TEXTRANK.TXT,0.18750,0.14458,0.16327,1
ROUGE-2,TEDTALK1716,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1716,TEXTRANK.TXT,0.04643,0.03291,0.03852,1
ROUGE-L,TEDTALK1719,TEXTRANK.TXT,0.15686,0.11111,0.13008,1
ROUGE-1,TEDTALK1719,TEXTRANK.TXT,0.28767,0.20000,0.23596,1
ROUGE-2,TEDTALK1719,TEXTRANK.TXT,0.01429,0.00962,0.01149,1
ROUGE-SU4,TEDTALK1719,TEXTRANK.TXT,0.08358,0.05437,0.06588,1
ROUGE-L,TEDTALK1718,TEXTRANK.TXT,0.11111,0.08955,0.09917,1
ROUGE-1,TEDTALK1718,TEXTRANK.TXT,0.29032,0.17476,0.21818,1
ROUGE-2,TEDTALK1718,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1718,TEXTRANK.TXT,0.08846,0.04646,0.06093,1
ROUGE-L,TEDTALK1700,TEXTRANK.TXT,0.09259,0.10000,0.09615,1
ROUGE-1,TEDTALK1700,TEXTRANK.TXT,0.12308,0.08247,0.09877,1
ROUGE-2,TEDTALK1700,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1700,TEXTRANK.TXT,0.03051,0.01978,0.02400,1
ROUGE-L,TEDTALK1702,TEXTRANK.TXT,0.23810,0.07812,0.11765,1
ROUGE-1,TEDTALK1702,TEXTRANK.TXT,0.27273,0.06452,0.10435,1
ROUGE-2,TEDTALK1702,TEXTRANK.TXT,0.05000,0.01136,0.01852,1
ROUGE-SU4,TEDTALK1702,TEXTRANK.TXT,0.07778,0.01687,0.02772,1
ROUGE-L,TEDTALK1701,TEXTRANK.TXT,0.14634,0.10000,0.11881,1
ROUGE-1,TEDTALK1701,TEXTRANK.TXT,0.29787,0.19718,0.23729,1
ROUGE-2,TEDTALK1701,TEXTRANK.TXT,0.04444,0.02899,0.03509,1
ROUGE-SU4,TEDTALK1701,TEXTRANK.TXT,0.08837,0.05672,0.06909,1
ROUGE-L,TEDTALK1704,TEXTRANK.TXT,0.13462,0.10294,0.11667,1
ROUGE-1,TEDTALK1704,TEXTRANK.TXT,0.22414,0.13265,0.16667,1
ROUGE-2,TEDTALK1704,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1704,TEXTRANK.TXT,0.05556,0.03333,0.04167,1
ROUGE-L,TEDTALK1703,TEXTRANK.TXT,0.12500,0.08197,0.09901,1
ROUGE-1,TEDTALK1703,TEXTRANK.TXT,0.27660,0.13978,0.18571,1
ROUGE-2,TEDTALK1703,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1703,TEXTRANK.TXT,0.07907,0.03908,0.05231,1
ROUGE-L,TEDTALK1706,TEXTRANK.TXT,0.15789,0.05882,0.08571,1
ROUGE-1,TEDTALK1706,TEXTRANK.TXT,0.34211,0.07303,0.12037,1
ROUGE-2,TEDTALK1706,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1706,TEXTRANK.TXT,0.09375,0.01705,0.02885,1
ROUGE-L,TEDTALK1705,TEXTRANK.TXT,0.22000,0.15942,0.18487,1
ROUGE-1,TEDTALK1705,TEXTRANK.TXT,0.27273,0.13761,0.18293,1
ROUGE-2,TEDTALK1705,TEXTRANK.TXT,0.01887,0.00962,0.01274,1
ROUGE-SU4,TEDTALK1705,TEXTRANK.TXT,0.07059,0.03636,0.04800,1
ROUGE-L,TEDTALK1708,TEXTRANK.TXT,0.11321,0.08451,0.09677,1
ROUGE-1,TEDTALK1708,TEXTRANK.TXT,0.18644,0.11828,0.14474,1
ROUGE-2,TEDTALK1708,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1708,TEXTRANK.TXT,0.04364,0.02697,0.03333,1
ROUGE-L,TEDTALK1707,TEXTRANK.TXT,0.16667,0.07937,0.10753,1
ROUGE-1,TEDTALK1707,TEXTRANK.TXT,0.29032,0.09091,0.13846,1
ROUGE-2,TEDTALK1707,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1707,TEXTRANK.TXT,0.07826,0.01978,0.03158,1
ROUGE-L,TEDTALK1709,TEXTRANK.TXT,0.07547,0.05128,0.06107,1
ROUGE-1,TEDTALK1709,TEXTRANK.TXT,0.22388,0.13274,0.16667,1
ROUGE-2,TEDTALK1709,TEXTRANK.TXT,0.01538,0.00901,0.01136,1
ROUGE-SU4,TEDTALK1709,TEXTRANK.TXT,0.06032,0.03486,0.04419,1
ROUGE-L,TEDTALK612,TEXTRANK.TXT,0.14035,0.12121,0.13008,1
ROUGE-1,TEDTALK612,TEXTRANK.TXT,0.25397,0.17021,0.20382,1
ROUGE-2,TEDTALK612,TEXTRANK.TXT,0.01667,0.01099,0.01325,1
ROUGE-SU4,TEDTALK612,TEXTRANK.TXT,0.06316,0.04091,0.04966,1
ROUGE-L,TEDTALK1344,TEXTRANK.TXT,0.12963,0.08642,0.10370,1
ROUGE-1,TEDTALK1344,TEXTRANK.TXT,0.22535,0.12903,0.16410,1
ROUGE-2,TEDTALK1344,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1344,TEXTRANK.TXT,0.07077,0.03833,0.04973,1
ROUGE-L,TEDTALK613,TEXTRANK.TXT,0.14894,0.09333,0.11475,1
ROUGE-1,TEDTALK613,TEXTRANK.TXT,0.20755,0.09402,0.12941,1
ROUGE-2,TEDTALK613,TEXTRANK.TXT,0.02000,0.00877,0.01220,1
ROUGE-SU4,TEDTALK613,TEXTRANK.TXT,0.05532,0.02342,0.03291,1
ROUGE-L,TEDTALK1343,TEXTRANK.TXT,0.18182,0.08889,0.11940,1
ROUGE-1,TEDTALK1343,TEXTRANK.TXT,0.25000,0.09836,0.14118,1
ROUGE-2,TEDTALK1343,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1343,TEXTRANK.TXT,0.07273,0.02759,0.04000,1
ROUGE-L,TEDTALK614,TEXTRANK.TXT,0.09091,0.06667,0.07692,1
ROUGE-1,TEDTALK614,TEXTRANK.TXT,0.08511,0.03846,0.05298,1
ROUGE-2,TEDTALK614,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK614,TEXTRANK.TXT,0.01860,0.00870,0.01185,1
ROUGE-L,TEDTALK1346,TEXTRANK.TXT,0.05263,0.04286,0.04724,1
ROUGE-1,TEDTALK1346,TEXTRANK.TXT,0.14085,0.10526,0.12048,1
ROUGE-2,TEDTALK1346,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1346,TEXTRANK.TXT,0.04262,0.02796,0.03377,1
ROUGE-L,TEDTALK615,TEXTRANK.TXT,0.20588,0.10448,0.13861,1
ROUGE-1,TEDTALK615,TEXTRANK.TXT,0.20000,0.07619,0.11034,1
ROUGE-2,TEDTALK615,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK615,TEXTRANK.TXT,0.04706,0.01786,0.02589,1
ROUGE-L,TEDTALK1345,TEXTRANK.TXT,0.14634,0.08108,0.10435,1
ROUGE-1,TEDTALK1345,TEXTRANK.TXT,0.15909,0.05882,0.08589,1
ROUGE-2,TEDTALK1345,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1345,TEXTRANK.TXT,0.03500,0.01217,0.01806,1
ROUGE-L,TEDTALK616,TEXTRANK.TXT,0.12500,0.08219,0.09917,1
ROUGE-1,TEDTALK616,TEXTRANK.TXT,0.39062,0.23364,0.29240,1
ROUGE-2,TEDTALK616,TEXTRANK.TXT,0.03226,0.01942,0.02424,1
ROUGE-SU4,TEDTALK616,TEXTRANK.TXT,0.12333,0.07475,0.09308,1
ROUGE-L,TEDTALK1348,TEXTRANK.TXT,0.21951,0.13846,0.16981,1
ROUGE-1,TEDTALK1348,TEXTRANK.TXT,0.23913,0.12222,0.16176,1
ROUGE-2,TEDTALK1348,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1348,TEXTRANK.TXT,0.07143,0.03488,0.04687,1
ROUGE-L,TEDTALK1347,TEXTRANK.TXT,0.14583,0.10938,0.12500,1
ROUGE-1,TEDTALK1347,TEXTRANK.TXT,0.26667,0.17391,0.21053,1
ROUGE-2,TEDTALK1347,TEXTRANK.TXT,0.01786,0.01111,0.01370,1
ROUGE-SU4,TEDTALK1347,TEXTRANK.TXT,0.08077,0.04773,0.06000,1
ROUGE-L,TEDTALK617,TEXTRANK.TXT,0.08571,0.04478,0.05882,1
ROUGE-1,TEDTALK617,TEXTRANK.TXT,0.08571,0.02703,0.04110,1
ROUGE-2,TEDTALK617,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK617,TEXTRANK.TXT,0.02759,0.00792,0.01231,1
ROUGE-L,TEDTALK618,TEXTRANK.TXT,0.05556,0.03922,0.04598,1
ROUGE-1,TEDTALK618,TEXTRANK.TXT,0.11905,0.07246,0.09009,1
ROUGE-2,TEDTALK618,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK618,TEXTRANK.TXT,0.02632,0.01493,0.01905,1
ROUGE-L,TEDTALK619,TEXTRANK.TXT,0.11765,0.06061,0.08000,1
ROUGE-1,TEDTALK619,TEXTRANK.TXT,0.19444,0.07071,0.10370,1
ROUGE-2,TEDTALK619,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK619,TEXTRANK.TXT,0.06250,0.02105,0.03150,1
ROUGE-L,TEDTALK1349,TEXTRANK.TXT,0.13333,0.05797,0.08081,1
ROUGE-1,TEDTALK1349,TEXTRANK.TXT,0.12903,0.03922,0.06015,1
ROUGE-2,TEDTALK1349,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1349,TEXTRANK.TXT,0.02963,0.00870,0.01345,1
ROUGE-L,TEDTALK610,TEXTRANK.TXT,0.10000,0.05455,0.07059,1
ROUGE-1,TEDTALK610,TEXTRANK.TXT,0.26471,0.10714,0.15254,1
ROUGE-2,TEDTALK610,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK610,TEXTRANK.TXT,0.08000,0.03000,0.04364,1
ROUGE-L,TEDTALK611,TEXTRANK.TXT,0.14583,0.09589,0.11570,1
ROUGE-1,TEDTALK611,TEXTRANK.TXT,0.18966,0.10784,0.13750,1
ROUGE-2,TEDTALK611,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK611,TEXTRANK.TXT,0.04444,0.02667,0.03333,1
ROUGE-L,TEDTALK609,TEXTRANK.TXT,0.22222,0.12500,0.16000,1
ROUGE-1,TEDTALK609,TEXTRANK.TXT,0.22727,0.12048,0.15748,1
ROUGE-2,TEDTALK609,TEXTRANK.TXT,0.02381,0.01235,0.01626,1
ROUGE-SU4,TEDTALK609,TEXTRANK.TXT,0.06000,0.03038,0.04034,1
ROUGE-L,TEDTALK1351,TEXTRANK.TXT,0.11667,0.12281,0.11966,1
ROUGE-1,TEDTALK1351,TEXTRANK.TXT,0.27027,0.25316,0.26144,1
ROUGE-2,TEDTALK1351,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1351,TEXTRANK.TXT,0.07879,0.06753,0.07273,1
ROUGE-L,TEDTALK1350,TEXTRANK.TXT,0.15625,0.06849,0.09524,1
ROUGE-1,TEDTALK1350,TEXTRANK.TXT,0.18750,0.05357,0.08333,1
ROUGE-2,TEDTALK1350,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1350,TEXTRANK.TXT,0.04286,0.01132,0.01791,1
ROUGE-L,TEDTALK2200,TEXTRANK.TXT,0.14000,0.09211,0.11111,1
ROUGE-1,TEDTALK2200,TEXTRANK.TXT,0.25806,0.14953,0.18935,1
ROUGE-2,TEDTALK2200,TEXTRANK.TXT,0.01695,0.00943,0.01212,1
ROUGE-SU4,TEDTALK2200,TEXTRANK.TXT,0.06786,0.03619,0.04720,1
ROUGE-L,TEDTALK1353,TEXTRANK.TXT,0.09804,0.06173,0.07576,1
ROUGE-1,TEDTALK1353,TEXTRANK.TXT,0.15942,0.10680,0.12791,1
ROUGE-2,TEDTALK1353,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1353,TEXTRANK.TXT,0.03810,0.02424,0.02963,1
ROUGE-L,TEDTALK1352,TEXTRANK.TXT,0.10000,0.05970,0.07477,1
ROUGE-1,TEDTALK1352,TEXTRANK.TXT,0.21429,0.09890,0.13534,1
ROUGE-2,TEDTALK1352,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1352,TEXTRANK.TXT,0.05263,0.02247,0.03150,1
ROUGE-L,TEDTALK1333,TEXTRANK.TXT,0.13953,0.08333,0.10435,1
ROUGE-1,TEDTALK1333,TEXTRANK.TXT,0.25000,0.12632,0.16783,1
ROUGE-2,TEDTALK1333,TEXTRANK.TXT,0.04444,0.02151,0.02899,1
ROUGE-SU4,TEDTALK1333,TEXTRANK.TXT,0.08571,0.03956,0.05414,1
ROUGE-L,TEDTALK601,TEXTRANK.TXT,0.10526,0.05634,0.07339,1
ROUGE-1,TEDTALK601,TEXTRANK.TXT,0.14894,0.06796,0.09333,1
ROUGE-2,TEDTALK601,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK601,TEXTRANK.TXT,0.03415,0.01414,0.02000,1
ROUGE-1,TEDTALK602,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-2,TEDTALK602,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK602,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-L,TEDTALK1332,TEXTRANK.TXT,0.07692,0.08163,0.07921,1
ROUGE-1,TEDTALK1332,TEXTRANK.TXT,0.20690,0.11765,0.15000,1
ROUGE-2,TEDTALK1332,TEXTRANK.TXT,0.01852,0.00990,0.01290,1
ROUGE-SU4,TEDTALK1332,TEXTRANK.TXT,0.06000,0.03000,0.04000,1
ROUGE-L,TEDTALK1335,TEXTRANK.TXT,0.14286,0.08108,0.10345,1
ROUGE-1,TEDTALK1335,TEXTRANK.TXT,0.17021,0.07407,0.10323,1
ROUGE-2,TEDTALK1335,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1335,TEXTRANK.TXT,0.03902,0.01538,0.02207,1
ROUGE-L,TEDTALK603,TEXTRANK.TXT,0.08333,0.03297,0.04724,1
ROUGE-1,TEDTALK603,TEXTRANK.TXT,0.14286,0.04688,0.07059,1
ROUGE-2,TEDTALK603,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK603,TEXTRANK.TXT,0.04211,0.01290,0.01975,1
ROUGE-L,TEDTALK604,TEXTRANK.TXT,0.09756,0.06061,0.07477,1
ROUGE-1,TEDTALK604,TEXTRANK.TXT,0.26000,0.13000,0.17333,1
ROUGE-2,TEDTALK604,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK604,TEXTRANK.TXT,0.07391,0.03542,0.04789,1
ROUGE-L,TEDTALK1334,TEXTRANK.TXT,0.08475,0.12500,0.10101,1
ROUGE-1,TEDTALK1334,TEXTRANK.TXT,0.17391,0.23077,0.19835,1
ROUGE-2,TEDTALK1334,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1334,TEXTRANK.TXT,0.04444,0.05600,0.04956,1
ROUGE-L,TEDTALK1337,TEXTRANK.TXT,0.11364,0.06849,0.08547,1
ROUGE-1,TEDTALK1337,TEXTRANK.TXT,0.19608,0.09009,0.12346,1
ROUGE-2,TEDTALK1337,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1337,TEXTRANK.TXT,0.04444,0.01869,0.02632,1
ROUGE-L,TEDTALK605,TEXTRANK.TXT,0.16216,0.09836,0.12245,1
ROUGE-1,TEDTALK605,TEXTRANK.TXT,0.31111,0.15909,0.21053,1
ROUGE-2,TEDTALK605,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK605,TEXTRANK.TXT,0.09756,0.04762,0.06400,1
ROUGE-L,TEDTALK606,TEXTRANK.TXT,0.12766,0.06383,0.08511,1
ROUGE-1,TEDTALK606,TEXTRANK.TXT,0.21154,0.09091,0.12717,1
ROUGE-2,TEDTALK606,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK606,TEXTRANK.TXT,0.04583,0.01913,0.02699,1
ROUGE-L,TEDTALK1336,TEXTRANK.TXT,0.18462,0.21053,0.19672,1
ROUGE-1,TEDTALK1336,TEXTRANK.TXT,0.24658,0.21687,0.23077,1
ROUGE-2,TEDTALK1336,TEXTRANK.TXT,0.01449,0.01250,0.01342,1
ROUGE-SU4,TEDTALK1336,TEXTRANK.TXT,0.06154,0.05195,0.05634,1
ROUGE-L,TEDTALK1339,TEXTRANK.TXT,0.11905,0.07576,0.09259,1
ROUGE-1,TEDTALK1339,TEXTRANK.TXT,0.18750,0.09375,0.12500,1
ROUGE-2,TEDTALK1339,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1339,TEXTRANK.TXT,0.05000,0.02391,0.03235,1
ROUGE-L,TEDTALK607,TEXTRANK.TXT,0.16216,0.10000,0.12371,1
ROUGE-1,TEDTALK607,TEXTRANK.TXT,0.17500,0.09091,0.11966,1
ROUGE-2,TEDTALK607,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK607,TEXTRANK.TXT,0.04444,0.02133,0.02883,1
ROUGE-L,TEDTALK1338,TEXTRANK.TXT,0.11364,0.12821,0.12048,1
ROUGE-1,TEDTALK1338,TEXTRANK.TXT,0.14583,0.07368,0.09790,1
ROUGE-2,TEDTALK1338,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1338,TEXTRANK.TXT,0.03182,0.02029,0.02478,1
ROUGE-L,TEDTALK608,TEXTRANK.TXT,0.15789,0.10169,0.12371,1
ROUGE-1,TEDTALK608,TEXTRANK.TXT,0.22727,0.09524,0.13423,1
ROUGE-2,TEDTALK608,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK608,TEXTRANK.TXT,0.05000,0.02404,0.03247,1
ROUGE-L,TEDTALK600,TEXTRANK.TXT,0.12000,0.07407,0.09160,1
ROUGE-1,TEDTALK600,TEXTRANK.TXT,0.29310,0.14286,0.19209,1
ROUGE-2,TEDTALK600,TEXTRANK.TXT,0.07143,0.03419,0.04624,1
ROUGE-SU4,TEDTALK600,TEXTRANK.TXT,0.08519,0.04000,0.05444,1
ROUGE-L,TEDTALK1340,TEXTRANK.TXT,0.14583,0.07609,0.10000,1
ROUGE-1,TEDTALK1340,TEXTRANK.TXT,0.25000,0.10156,0.14444,1
