ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,TEDTALK878,TEXTRANK.TXT,0.23529,0.07407,0.11268,1
ROUGE-2,TEDTALK878,TEXTRANK.TXT,0.03226,0.00952,0.01471,1
ROUGE-SU4,TEDTALK878,TEXTRANK.TXT,0.08571,0.02353,0.03692,1
ROUGE-L,TEDTALK1566,TEXTRANK.TXT,0.13462,0.07778,0.09859,1
ROUGE-1,TEDTALK1566,TEXTRANK.TXT,0.21538,0.12174,0.15556,1
ROUGE-2,TEDTALK1566,TEXTRANK.TXT,0.01613,0.00885,0.01143,1
ROUGE-SU4,TEDTALK1566,TEXTRANK.TXT,0.06441,0.03423,0.04471,1
ROUGE-L,TEDTALK2412,TEXTRANK.TXT,0.15278,0.17742,0.16418,1
ROUGE-1,TEDTALK2412,TEXTRANK.TXT,0.21978,0.20202,0.21053,1
ROUGE-2,TEDTALK2412,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK2412,TEXTRANK.TXT,0.06506,0.05934,0.06207,1
ROUGE-L,TEDTALK1565,TEXTRANK.TXT,0.10870,0.05495,0.07299,1
ROUGE-1,TEDTALK1565,TEXTRANK.TXT,0.21569,0.08730,0.12429,1
ROUGE-2,TEDTALK1565,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1565,TEXTRANK.TXT,0.06195,0.02295,0.03349,1
ROUGE-L,TEDTALK879,TEXTRANK.TXT,0.22727,0.13514,0.16949,1
ROUGE-1,TEDTALK879,TEXTRANK.TXT,0.27273,0.12712,0.17341,1
ROUGE-2,TEDTALK879,TEXTRANK.TXT,0.03774,0.01739,0.02381,1
ROUGE-SU4,TEDTALK879,TEXTRANK.TXT,0.08627,0.03929,0.05399,1
ROUGE-L,TEDTALK1568,TEXTRANK.TXT,0.12766,0.08955,0.10526,1
ROUGE-1,TEDTALK1568,TEXTRANK.TXT,0.24138,0.15217,0.18667,1
ROUGE-2,TEDTALK1568,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1568,TEXTRANK.TXT,0.07200,0.04000,0.05143,1
ROUGE-L,TEDTALK2415,TEXTRANK.TXT,0.10000,0.10448,0.10219,1
ROUGE-1,TEDTALK2415,TEXTRANK.TXT,0.25773,0.23585,0.24631,1
ROUGE-2,TEDTALK2415,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK2415,TEXTRANK.TXT,0.07816,0.06538,0.07120,1
ROUGE-L,TEDTALK2414,TEXTRANK.TXT,0.13924,0.14286,0.14103,1
ROUGE-1,TEDTALK2414,TEXTRANK.TXT,0.22581,0.21429,0.21990,1
ROUGE-2,TEDTALK2414,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK2414,TEXTRANK.TXT,0.04988,0.04375,0.04661,1
ROUGE-L,TEDTALK1567,TEXTRANK.TXT,0.13462,0.13208,0.13333,1
ROUGE-1,TEDTALK1567,TEXTRANK.TXT,0.29508,0.24324,0.26667,1
ROUGE-2,TEDTALK1567,TEXTRANK.TXT,0.03571,0.02740,0.03101,1
ROUGE-SU4,TEDTALK1567,TEXTRANK.TXT,0.09020,0.06389,0.07480,1
ROUGE-L,TEDTALK2417,TEXTRANK.TXT,0.22642,0.15385,0.18321,1
ROUGE-1,TEDTALK2417,TEXTRANK.TXT,0.25000,0.20000,0.22222,1
ROUGE-2,TEDTALK2417,TEXTRANK.TXT,0.01408,0.01075,0.01220,1
ROUGE-SU4,TEDTALK2417,TEXTRANK.TXT,0.06970,0.05055,0.05860,1
ROUGE-L,TEDTALK2416,TEXTRANK.TXT,0.19048,0.08696,0.11940,1
ROUGE-1,TEDTALK2416,TEXTRANK.TXT,0.22727,0.07937,0.11765,1
ROUGE-2,TEDTALK2416,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK2416,TEXTRANK.TXT,0.05500,0.01803,0.02716,1
ROUGE-L,TEDTALK1569,TEXTRANK.TXT,0.14516,0.14286,0.14400,1
ROUGE-1,TEDTALK1569,TEXTRANK.TXT,0.27027,0.21739,0.24096,1
ROUGE-2,TEDTALK1569,TEXTRANK.TXT,0.02899,0.02222,0.02516,1
ROUGE-SU4,TEDTALK1569,TEXTRANK.TXT,0.08282,0.06136,0.07050,1
ROUGE-L,TEDTALK2419,TEXTRANK.TXT,0.10345,0.04054,0.05825,1
ROUGE-1,TEDTALK2419,TEXTRANK.TXT,0.22581,0.06481,0.10072,1
ROUGE-2,TEDTALK2419,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK2419,TEXTRANK.TXT,0.06207,0.01731,0.02707,1
ROUGE-L,TEDTALK2418,TEXTRANK.TXT,0.09434,0.08475,0.08929,1
ROUGE-1,TEDTALK2418,TEXTRANK.TXT,0.21212,0.15054,0.17610,1
ROUGE-2,TEDTALK2418,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK2418,TEXTRANK.TXT,0.05806,0.03956,0.04706,1
ROUGE-L,TEDTALK870,TEXTRANK.TXT,0.15625,0.06098,0.08772,1
ROUGE-1,TEDTALK870,TEXTRANK.TXT,0.27778,0.08264,0.12739,1
ROUGE-2,TEDTALK870,TEXTRANK.TXT,0.02941,0.00840,0.01307,1
ROUGE-SU4,TEDTALK870,TEXTRANK.TXT,0.08750,0.02393,0.03758,1
ROUGE-L,TEDTALK871,TEXTRANK.TXT,0.12500,0.06024,0.08130,1
ROUGE-1,TEDTALK871,TEXTRANK.TXT,0.18000,0.07759,0.10843,1
ROUGE-2,TEDTALK871,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK871,TEXTRANK.TXT,0.04545,0.01818,0.02597,1
ROUGE-L,TEDTALK872,TEXTRANK.TXT,0.15000,0.07895,0.10345,1
ROUGE-1,TEDTALK872,TEXTRANK.TXT,0.27660,0.12150,0.16883,1
ROUGE-2,TEDTALK872,TEXTRANK.TXT,0.04444,0.01961,0.02721,1
ROUGE-SU4,TEDTALK872,TEXTRANK.TXT,0.09302,0.04115,0.05706,1
ROUGE-L,TEDTALK873,TEXTRANK.TXT,0.13636,0.08108,0.10169,1
ROUGE-1,TEDTALK873,TEXTRANK.TXT,0.16667,0.07692,0.10526,1
ROUGE-2,TEDTALK873,TEXTRANK.TXT,0.02326,0.00990,0.01389,1
ROUGE-SU4,TEDTALK873,TEXTRANK.TXT,0.04712,0.01837,0.02643,1
ROUGE-L,TEDTALK874,TEXTRANK.TXT,0.16667,0.09859,0.12389,1
ROUGE-1,TEDTALK874,TEXTRANK.TXT,0.25000,0.12745,0.16883,1
ROUGE-2,TEDTALK874,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK874,TEXTRANK.TXT,0.06957,0.03200,0.04384,1
ROUGE-L,TEDTALK875,TEXTRANK.TXT,0.08333,0.06250,0.07143,1
ROUGE-1,TEDTALK875,TEXTRANK.TXT,0.18182,0.08772,0.11834,1
ROUGE-2,TEDTALK875,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK875,TEXTRANK.TXT,0.04314,0.02000,0.02733,1
ROUGE-L,TEDTALK1571,TEXTRANK.TXT,0.13636,0.09091,0.10909,1
ROUGE-1,TEDTALK1571,TEXTRANK.TXT,0.28571,0.16495,0.20915,1
ROUGE-2,TEDTALK1571,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1571,TEXTRANK.TXT,0.06400,0.03516,0.04539,1
ROUGE-L,TEDTALK1570,TEXTRANK.TXT,0.13235,0.25714,0.17476,1
ROUGE-1,TEDTALK1570,TEXTRANK.TXT,0.15385,0.11765,0.13333,1
ROUGE-2,TEDTALK1570,TEXTRANK.TXT,0.01333,0.01111,0.01212,1
ROUGE-SU4,TEDTALK1570,TEXTRANK.TXT,0.03889,0.03562,0.03718,1
ROUGE-L,TEDTALK1573,TEXTRANK.TXT,0.07143,0.05333,0.06107,1
ROUGE-1,TEDTALK1573,TEXTRANK.TXT,0.26154,0.15888,0.19767,1
ROUGE-2,TEDTALK1573,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1573,TEXTRANK.TXT,0.06557,0.03960,0.04938,1
ROUGE-L,TEDTALK2420,TEXTRANK.TXT,0.13208,0.08861,0.10606,1
ROUGE-1,TEDTALK2420,TEXTRANK.TXT,0.23944,0.14912,0.18378,1
ROUGE-2,TEDTALK2420,TEXTRANK.TXT,0.02941,0.01786,0.02222,1
ROUGE-SU4,TEDTALK2420,TEXTRANK.TXT,0.08000,0.04727,0.05943,1
ROUGE-L,TEDTALK1572,TEXTRANK.TXT,0.21622,0.10667,0.14286,1
ROUGE-1,TEDTALK1572,TEXTRANK.TXT,0.24390,0.07937,0.11976,1
ROUGE-2,TEDTALK1572,TEXTRANK.TXT,0.02564,0.00813,0.01235,1
ROUGE-SU4,TEDTALK1572,TEXTRANK.TXT,0.06486,0.02000,0.03057,1
ROUGE-L,TEDTALK865,TEXTRANK.TXT,0.10256,0.05714,0.07339,1
ROUGE-1,TEDTALK865,TEXTRANK.TXT,0.15385,0.06316,0.08955,1
ROUGE-2,TEDTALK865,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK865,TEXTRANK.TXT,0.03243,0.01379,0.01935,1
ROUGE-L,TEDTALK2400,TEXTRANK.TXT,0.05970,0.07143,0.06504,1
ROUGE-1,TEDTALK2400,TEXTRANK.TXT,0.19767,0.20482,0.20118,1
ROUGE-2,TEDTALK2400,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK2400,TEXTRANK.TXT,0.05789,0.05570,0.05677,1
ROUGE-L,TEDTALK1553,TEXTRANK.TXT,0.20000,0.09412,0.12800,1
ROUGE-1,TEDTALK1553,TEXTRANK.TXT,0.30612,0.11811,0.17045,1
ROUGE-2,TEDTALK1553,TEXTRANK.TXT,0.06383,0.02439,0.03529,1
ROUGE-SU4,TEDTALK1553,TEXTRANK.TXT,0.08444,0.03193,0.04634,1
ROUGE-L,TEDTALK1552,TEXTRANK.TXT,0.10638,0.07812,0.09009,1
ROUGE-1,TEDTALK1552,TEXTRANK.TXT,0.14545,0.07692,0.10063,1
ROUGE-2,TEDTALK1552,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1552,TEXTRANK.TXT,0.03390,0.01702,0.02266,1
ROUGE-L,TEDTALK866,TEXTRANK.TXT,0.15385,0.08108,0.10619,1
ROUGE-1,TEDTALK866,TEXTRANK.TXT,0.27273,0.11429,0.16107,1
ROUGE-2,TEDTALK866,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK866,TEXTRANK.TXT,0.07895,0.02913,0.04255,1
ROUGE-L,TEDTALK2402,TEXTRANK.TXT,0.09804,0.06494,0.07812,1
ROUGE-1,TEDTALK2402,TEXTRANK.TXT,0.21875,0.11382,0.14973,1
ROUGE-2,TEDTALK2402,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK2402,TEXTRANK.TXT,0.05667,0.02857,0.03799,1
ROUGE-L,TEDTALK1555,TEXTRANK.TXT,0.11538,0.10526,0.11009,1
ROUGE-1,TEDTALK1555,TEXTRANK.TXT,0.20635,0.13684,0.16456,1
ROUGE-2,TEDTALK1555,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1555,TEXTRANK.TXT,0.06667,0.04270,0.05205,1
ROUGE-L,TEDTALK867,TEXTRANK.TXT,0.17391,0.05479,0.08333,1
ROUGE-1,TEDTALK867,TEXTRANK.TXT,0.20833,0.04808,0.07812,1
ROUGE-2,TEDTALK867,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK867,TEXTRANK.TXT,0.06364,0.01400,0.02295,1
ROUGE-L,TEDTALK2401,TEXTRANK.TXT,0.11667,0.09091,0.10219,1
ROUGE-1,TEDTALK2401,TEXTRANK.TXT,0.24051,0.17273,0.20106,1
ROUGE-2,TEDTALK2401,TEXTRANK.TXT,0.01333,0.00926,0.01093,1
ROUGE-SU4,TEDTALK2401,TEXTRANK.TXT,0.06761,0.04528,0.05424,1
ROUGE-L,TEDTALK1554,TEXTRANK.TXT,0.10417,0.06410,0.07937,1
ROUGE-1,TEDTALK1554,TEXTRANK.TXT,0.32258,0.16000,0.21390,1
ROUGE-2,TEDTALK1554,TEXTRANK.TXT,0.05000,0.02439,0.03279,1
ROUGE-SU4,TEDTALK1554,TEXTRANK.TXT,0.10345,0.04959,0.06704,1
ROUGE-1,TEDTALK868,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-2,TEDTALK868,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK868,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-L,TEDTALK869,TEXTRANK.TXT,0.06250,0.05769,0.06000,1
ROUGE-1,TEDTALK869,TEXTRANK.TXT,0.15517,0.12857,0.14062,1
ROUGE-2,TEDTALK869,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK869,TEXTRANK.TXT,0.04074,0.03235,0.03607,1
ROUGE-L,TEDTALK2404,TEXTRANK.TXT,0.12000,0.08571,0.10000,1
ROUGE-1,TEDTALK2404,TEXTRANK.TXT,0.21818,0.11765,0.15287,1
ROUGE-2,TEDTALK2404,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK2404,TEXTRANK.TXT,0.05882,0.03061,0.04027,1
ROUGE-L,TEDTALK1557,TEXTRANK.TXT,0.12500,0.09877,0.11034,1
ROUGE-1,TEDTALK1557,TEXTRANK.TXT,0.21429,0.15652,0.18090,1
ROUGE-2,TEDTALK1557,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1557,TEXTRANK.TXT,0.06504,0.04324,0.05195,1
ROUGE-L,TEDTALK1556,TEXTRANK.TXT,0.10909,0.08333,0.09449,1
ROUGE-1,TEDTALK1556,TEXTRANK.TXT,0.22667,0.16832,0.19318,1
ROUGE-2,TEDTALK1556,TEXTRANK.TXT,0.01389,0.01010,0.01170,1
ROUGE-SU4,TEDTALK1556,TEXTRANK.TXT,0.07536,0.05361,0.06265,1
ROUGE-L,TEDTALK2403,TEXTRANK.TXT,0.09231,0.12000,0.10435,1
ROUGE-1,TEDTALK2403,TEXTRANK.TXT,0.17949,0.22581,0.20000,1
ROUGE-2,TEDTALK2403,TEXTRANK.TXT,0.01333,0.01639,0.01471,1
ROUGE-SU4,TEDTALK2403,TEXTRANK.TXT,0.05833,0.07000,0.06364,1
ROUGE-L,TEDTALK2406,TEXTRANK.TXT,0.11111,0.08955,0.09917,1
ROUGE-1,TEDTALK2406,TEXTRANK.TXT,0.23077,0.15625,0.18634,1
ROUGE-2,TEDTALK2406,TEXTRANK.TXT,0.01613,0.01064,0.01282,1
ROUGE-SU4,TEDTALK2406,TEXTRANK.TXT,0.05763,0.03696,0.04503,1
ROUGE-L,TEDTALK1559,TEXTRANK.TXT,0.21053,0.12500,0.15686,1
ROUGE-1,TEDTALK1559,TEXTRANK.TXT,0.27660,0.12621,0.17333,1
ROUGE-2,TEDTALK1559,TEXTRANK.TXT,0.04444,0.02041,0.02797,1
ROUGE-SU4,TEDTALK1559,TEXTRANK.TXT,0.08837,0.04086,0.05588,1
ROUGE-L,TEDTALK2405,TEXTRANK.TXT,0.09524,0.09091,0.09302,1
ROUGE-1,TEDTALK2405,TEXTRANK.TXT,0.25610,0.21429,0.23333,1
ROUGE-2,TEDTALK2405,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK2405,TEXTRANK.TXT,0.07297,0.05625,0.06353,1
ROUGE-L,TEDTALK1558,TEXTRANK.TXT,0.21569,0.14103,0.17054,1
ROUGE-1,TEDTALK1558,TEXTRANK.TXT,0.29310,0.17000,0.21519,1
ROUGE-2,TEDTALK1558,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1558,TEXTRANK.TXT,0.08462,0.04681,0.06027,1
ROUGE-L,TEDTALK2408,TEXTRANK.TXT,0.17391,0.09756,0.12500,1
ROUGE-1,TEDTALK2408,TEXTRANK.TXT,0.23214,0.10317,0.14286,1
ROUGE-2,TEDTALK2408,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK2408,TEXTRANK.TXT,0.05600,0.02295,0.03256,1
ROUGE-L,TEDTALK2407,TEXTRANK.TXT,0.15517,0.10465,0.12500,1
ROUGE-1,TEDTALK2407,TEXTRANK.TXT,0.20000,0.13514,0.16129,1
ROUGE-2,TEDTALK2407,TEXTRANK.TXT,0.01389,0.00917,0.01105,1
ROUGE-SU4,TEDTALK2407,TEXTRANK.TXT,0.05217,0.03364,0.04091,1
ROUGE-L,TEDTALK860,TEXTRANK.TXT,0.23684,0.16667,0.19565,1
ROUGE-1,TEDTALK860,TEXTRANK.TXT,0.28571,0.15730,0.20290,1
ROUGE-2,TEDTALK860,TEXTRANK.TXT,0.04348,0.02299,0.03008,1
ROUGE-SU4,TEDTALK860,TEXTRANK.TXT,0.08837,0.04471,0.05938,1
ROUGE-L,TEDTALK2409,TEXTRANK.TXT,0.10294,0.09722,0.10000,1
ROUGE-1,TEDTALK2409,TEXTRANK.TXT,0.22826,0.20388,0.21538,1
ROUGE-2,TEDTALK2409,TEXTRANK.TXT,0.01149,0.00980,0.01058,1
ROUGE-SU4,TEDTALK2409,TEXTRANK.TXT,0.07073,0.05743,0.06339,1
ROUGE-L,TEDTALK861,TEXTRANK.TXT,0.14545,0.10959,0.12500,1
ROUGE-1,TEDTALK861,TEXTRANK.TXT,0.25397,0.12903,0.17112,1
ROUGE-2,TEDTALK861,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK861,TEXTRANK.TXT,0.06909,0.03220,0.04393,1
ROUGE-L,TEDTALK862,TEXTRANK.TXT,0.07692,0.05882,0.06667,1
ROUGE-1,TEDTALK862,TEXTRANK.TXT,0.15385,0.10309,0.12346,1
ROUGE-2,TEDTALK862,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK862,TEXTRANK.TXT,0.04262,0.02796,0.03377,1
ROUGE-L,TEDTALK863,TEXTRANK.TXT,0.09804,0.08621,0.09174,1
ROUGE-1,TEDTALK863,TEXTRANK.TXT,0.19643,0.11828,0.14765,1
ROUGE-2,TEDTALK863,TEXTRANK.TXT,0.01852,0.01087,0.01370,1
ROUGE-SU4,TEDTALK863,TEXTRANK.TXT,0.05000,0.02857,0.03636,1
ROUGE-L,TEDTALK864,TEXTRANK.TXT,0.08163,0.05405,0.06504,1
ROUGE-1,TEDTALK864,TEXTRANK.TXT,0.18750,0.09756,0.12834,1
ROUGE-2,TEDTALK864,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK864,TEXTRANK.TXT,0.05944,0.02857,0.03859,1
ROUGE-L,TEDTALK1560,TEXTRANK.TXT,0.14634,0.08824,0.11009,1
ROUGE-1,TEDTALK1560,TEXTRANK.TXT,0.20833,0.11111,0.14493,1
ROUGE-2,TEDTALK1560,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1560,TEXTRANK.TXT,0.05909,0.03023,0.04000,1
ROUGE-L,TEDTALK1562,TEXTRANK.TXT,0.12698,0.10390,0.11429,1
ROUGE-1,TEDTALK1562,TEXTRANK.TXT,0.22093,0.14286,0.17352,1
ROUGE-2,TEDTALK1562,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1562,TEXTRANK.TXT,0.06250,0.04000,0.04878,1
ROUGE-L,TEDTALK1561,TEXTRANK.TXT,0.20270,0.18987,0.19608,1
ROUGE-1,TEDTALK1561,TEXTRANK.TXT,0.22093,0.16522,0.18905,1
ROUGE-2,TEDTALK1561,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1561,TEXTRANK.TXT,0.05897,0.04220,0.04920,1
ROUGE-L,TEDTALK1542,TEXTRANK.TXT,0.09804,0.07576,0.08547,1
ROUGE-1,TEDTALK1542,TEXTRANK.TXT,0.19231,0.10638,0.13699,1
ROUGE-2,TEDTALK1542,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1542,TEXTRANK.TXT,0.05830,0.02889,0.03863,1
ROUGE-L,TEDTALK414,TEXTRANK.TXT,0.18182,0.06897,0.10000,1
ROUGE-1,TEDTALK414,TEXTRANK.TXT,0.28571,0.07874,0.12346,1
ROUGE-2,TEDTALK414,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK414,TEXTRANK.TXT,0.06452,0.01626,0.02597,1
ROUGE-L,TEDTALK898,TEXTRANK.TXT,0.11111,0.07407,0.08889,1
ROUGE-1,TEDTALK898,TEXTRANK.TXT,0.20339,0.10084,0.13483,1
ROUGE-2,TEDTALK898,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK898,TEXTRANK.TXT,0.06275,0.02783,0.03855,1
ROUGE-L,TEDTALK415,TEXTRANK.TXT,0.19444,0.08434,0.11765,1
ROUGE-1,TEDTALK415,TEXTRANK.TXT,0.25641,0.09346,0.13699,1
ROUGE-2,TEDTALK415,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK415,TEXTRANK.TXT,0.06061,0.01942,0.02941,1
ROUGE-L,TEDTALK899,TEXTRANK.TXT,0.16667,0.08000,0.10811,1
ROUGE-1,TEDTALK899,TEXTRANK.TXT,0.27907,0.12245,0.17021,1
ROUGE-2,TEDTALK899,TEXTRANK.TXT,0.02500,0.01042,0.01471,1
ROUGE-SU4,TEDTALK899,TEXTRANK.TXT,0.09189,0.03617,0.05191,1
ROUGE-L,TEDTALK1541,TEXTRANK.TXT,0.14634,0.08333,0.10619,1
ROUGE-1,TEDTALK1541,TEXTRANK.TXT,0.19231,0.07937,0.11236,1
ROUGE-2,TEDTALK1541,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1541,TEXTRANK.TXT,0.05000,0.01774,0.02619,1
ROUGE-L,TEDTALK416,TEXTRANK.TXT,0.05405,0.03030,0.03883,1
ROUGE-1,TEDTALK416,TEXTRANK.TXT,0.10256,0.03738,0.05479,1
ROUGE-2,TEDTALK416,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK416,TEXTRANK.TXT,0.02162,0.00792,0.01159,1
ROUGE-L,TEDTALK1544,TEXTRANK.TXT,0.07143,0.04040,0.05161,1
ROUGE-1,TEDTALK1544,TEXTRANK.TXT,0.15278,0.07639,0.10185,1
ROUGE-2,TEDTALK1544,TEXTRANK.TXT,0.01429,0.00699,0.00939,1
ROUGE-SU4,TEDTALK1544,TEXTRANK.TXT,0.04412,0.02113,0.02857,1
ROUGE-L,TEDTALK417,TEXTRANK.TXT,0.11429,0.05479,0.07407,1
ROUGE-1,TEDTALK417,TEXTRANK.TXT,0.16667,0.05310,0.08054,1
ROUGE-2,TEDTALK417,TEXTRANK.TXT,0.02941,0.00901,0.01379,1
ROUGE-SU4,TEDTALK417,TEXTRANK.TXT,0.04375,0.01284,0.01986,1
ROUGE-L,TEDTALK1543,TEXTRANK.TXT,0.11538,0.10169,0.10811,1
ROUGE-1,TEDTALK1543,TEXTRANK.TXT,0.16667,0.09709,0.12270,1
ROUGE-2,TEDTALK1543,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1543,TEXTRANK.TXT,0.04074,0.02268,0.02914,1
ROUGE-L,TEDTALK1546,TEXTRANK.TXT,0.07843,0.05882,0.06723,1
ROUGE-1,TEDTALK1546,TEXTRANK.TXT,0.25397,0.18605,0.21477,1
ROUGE-2,TEDTALK1546,TEXTRANK.TXT,0.03279,0.02381,0.02759,1
ROUGE-SU4,TEDTALK1546,TEXTRANK.TXT,0.06780,0.04878,0.05674,1
ROUGE-L,TEDTALK418,TEXTRANK.TXT,0.11111,0.05797,0.07619,1
ROUGE-1,TEDTALK418,TEXTRANK.TXT,0.16216,0.05882,0.08633,1
ROUGE-2,TEDTALK418,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK418,TEXTRANK.TXT,0.04000,0.01429,0.02105,1
ROUGE-1,TEDTALK1545,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-2,TEDTALK1545,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1545,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-L,TEDTALK419,TEXTRANK.TXT,0.09375,0.04545,0.06122,1
ROUGE-1,TEDTALK419,TEXTRANK.TXT,0.28205,0.09483,0.14194,1
ROUGE-2,TEDTALK419,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK419,TEXTRANK.TXT,0.09143,0.02857,0.04354,1
ROUGE-L,TEDTALK1548,TEXTRANK.TXT,0.07692,0.05405,0.06349,1
ROUGE-1,TEDTALK1548,TEXTRANK.TXT,0.18644,0.11224,0.14013,1
ROUGE-2,TEDTALK1548,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1548,TEXTRANK.TXT,0.05426,0.03111,0.03955,1
ROUGE-L,TEDTALK1547,TEXTRANK.TXT,0.05085,0.07500,0.06061,1
ROUGE-1,TEDTALK1547,TEXTRANK.TXT,0.13636,0.12500,0.13043,1
ROUGE-2,TEDTALK1547,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1547,TEXTRANK.TXT,0.04000,0.03429,0.03692,1
ROUGE-L,TEDTALK890,TEXTRANK.TXT,0.09524,0.05714,0.07143,1
ROUGE-1,TEDTALK890,TEXTRANK.TXT,0.15556,0.07071,0.09722,1
ROUGE-2,TEDTALK890,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK890,TEXTRANK.TXT,0.04390,0.01935,0.02687,1
ROUGE-L,TEDTALK1549,TEXTRANK.TXT,0.13636,0.07595,0.09756,1
ROUGE-1,TEDTALK1549,TEXTRANK.TXT,0.26531,0.09701,0.14208,1
ROUGE-2,TEDTALK1549,TEXTRANK.TXT,0.02174,0.00752,0.01117,1
ROUGE-SU4,TEDTALK1549,TEXTRANK.TXT,0.06977,0.02273,0.03429,1
ROUGE-L,TEDTALK891,TEXTRANK.TXT,0.11429,0.06250,0.08081,1
ROUGE-1,TEDTALK891,TEXTRANK.TXT,0.26531,0.13131,0.17568,1
ROUGE-2,TEDTALK891,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK891,TEXTRANK.TXT,0.08000,0.03789,0.05143,1
ROUGE-L,TEDTALK892,TEXTRANK.TXT,0.07500,0.03704,0.04959,1
ROUGE-1,TEDTALK892,TEXTRANK.TXT,0.30000,0.12605,0.17751,1
ROUGE-2,TEDTALK892,TEXTRANK.TXT,0.02083,0.00847,0.01205,1
ROUGE-SU4,TEDTALK892,TEXTRANK.TXT,0.08261,0.03248,0.04663,1
ROUGE-L,TEDTALK893,TEXTRANK.TXT,0.08333,0.04478,0.05825,1
